ploss,replica
0.026786,350
0.029695,350
0.047244,350
0.031936,350
0.032564,350
0.049161,350
0.023762,350
0.025932,350
0.018219,350
0.043148,350
0.035928,350
0.060642,350
0.059637,350
0.038209,350
0.032767,350
0.027745,350
0.033417,350
0.045455,350
0.037292,350
0.023525,350
0.047545,350
0.018616,350
0.064439,350
0.072149,350
0.031993,350
0.034646,350
0.030473,350
0.014182,350
0.027857,350
0.046074,350
0.028377,350
0.021978,350
0.037582,350
0.042806,350
0.038492,350
0.031414,350
0.070597,350
0.053885,350
0.041467,350
0.033789,350
0.050903,350
0.051980,350
0.056805,350
0.047600,350
0.051861,350
0.047657,350
0.034680,350
0.050277,350
0.034762,350
0.037609,350
0.057043,350
0.046747,350
0.041550,350
0.046358,350
0.018558,350
0.046640,350
0.026734,350
0.036526,350
0.039679,350
0.047677,350
0.055068,350
0.031426,350
0.045746,350
0.044686,350
0.042891,350
0.027127,350
0.024860,350
0.023771,350
0.041904,350
0.043930,350
0.050407,350
0.045941,350
0.037950,350
0.036145,350
0.044752,350
0.039108,350
0.044746,350
0.066483,350
0.035568,350
0.038477,350
0.037405,350
0.030739,350
0.031558,350
0.042841,350
0.013328,350
0.058077,350
0.054876,350
0.023943,350
0.032653,350
0.046300,350
0.053789,350
0.038569,350
0.030169,350
0.047181,350
0.042054,350
0.076231,350
0.059176,350
0.017039,350
0.023628,350
0.045825,350
0.057887,350
0.055796,350
0.039184,350
0.049245,350
0.057132,350
0.045291,350
0.050727,350
0.029576,350
0.027094,350
0.048529,350
0.058991,350
0.036946,350
0.042989,350
0.044000,350
0.049349,350
0.048692,350
0.049643,350
0.031596,350
0.040384,350
0.035615,350
0.032708,350
0.043633,350
0.054107,350
0.023858,350
0.035643,350
0.042259,350
0.046800,350
0.022296,350
0.044471,350
0.066246,350
0.020684,350
0.059992,350
0.032915,350
0.053450,350
0.047581,350
0.023171,350
0.070891,350
0.056974,350
0.058916,350
0.031288,350
0.023246,350
0.050549,350
0.041950,350
0.021695,350
0.048780,350
0.054022,350
0.059747,350
0.049453,350
0.049980,350
0.050968,350
0.028830,350
0.041601,350
0.022820,350
0.052460,350
0.042248,350
0.026108,350
0.039002,350
0.030328,350
0.038804,350
0.036905,350
0.057855,350
0.031949,350
0.031882,350
0.055578,350
0.060703,350
0.033374,350
0.044159,350
0.044788,350
0.034870,350
0.058564,350
0.021090,350
0.037670,350
0.029497,350
0.042930,350
0.033685,350
0.024676,350
0.049167,350
0.067588,350
0.008333,350
0.039351,350
0.053001,350
0.054688,350
0.027038,350
0.047154,350
0.052714,350
0.027309,350
0.033784,350
0.047431,350
0.054885,350
0.044159,350
0.038446,350
0.034326,350
0.024717,350
0.039952,350
0.047697,350
0.051662,350
0.052988,350
0.030063,350
0.036660,350
0.030215,350
0.026656,350
0.039623,350
0.044939,350
0.022885,350
0.063821,350
0.046906,350
0.027453,350
0.051509,350
0.065122,350
0.040849,350
0.041480,350
0.040856,350
0.061347,350
0.051534,350
0.030807,350
0.029851,350
0.048563,350
0.031250,350
0.032560,350
0.064213,350
0.024233,350
0.052693,350
0.064630,350
0.043220,350
0.029364,350
0.034386,350
0.035857,350
0.030400,350
0.040335,350
0.020681,350
0.043748,350
0.033034,350
0.049533,350
0.029579,350
0.069259,350
0.020799,350
0.049587,350
0.050971,350
0.035501,350
0.067969,350
0.021686,350
0.027504,350
0.037960,350
0.025070,350
0.038400,350
0.044255,350
0.054141,350
0.032271,350
0.036000,350
0.037540,350
0.040997,350
0.037022,350
0.033442,350
0.027800,350
0.050668,350
0.044908,350
0.031138,350
0.038301,350
0.052138,350
0.055316,350
0.024890,350
0.048092,350
0.047054,350
0.054476,350
0.029707,350
0.029114,350
0.047525,350
0.035012,350
0.028490,350
0.035773,350
0.050039,350
0.043599,350
0.028457,350
0.042460,350
0.027722,350
0.044266,350
0.029412,350
0.066330,350
0.029603,350
0.055156,350
0.032271,350
0.033805,350
0.059078,350
0.018608,350
0.042122,350
0.033508,350
0.032575,350
0.059105,350
0.042155,350
0.035974,350
0.008425,350
0.065209,350
0.037112,350
0.041801,350
0.031449,350
0.051731,350
0.055665,350
0.045455,350
0.050156,350
0.017843,350
0.059968,350
0.045400,350
0.036014,350
0.062449,350
0.051262,350
0.057825,350
0.045098,350
0.028771,350
0.024764,350
0.029507,350
0.056184,350
0.014021,350
0.062722,350
0.044444,350
0.056917,350
0.033454,350
0.039263,350
0.049699,350
0.044023,350
0.045110,350
0.045705,350
0.022597,350
0.053370,350
0.019631,350
0.052096,350
0.025431,350
0.048202,350
0.022646,350
0.033181,350
0.022746,350
0.032954,350
0.039791,350
0.055928,350
0.052230,350
0.056982,350
0.052838,350
0.035510,350
0.040888,350
0.040297,350
0.024763,350
0.058006,350
0.039474,350
0.039144,350
0.032435,350
0.036719,350
0.035583,350
0.044682,350
0.034893,350
0.038171,350
0.051183,350
