ploss,replica
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
0.000000,150
