grt,replica
695.316534,200
688.949151,200
691.153935,200
682.495867,200
750.383368,200
714.949788,200
694.364999,200
663.200323,200
677.301703,200
695.925698,200
677.799233,200
686.638713,200
700.842722,200
668.872463,200
700.434593,200
672.157864,200
693.241902,200
672.278817,200
696.025918,200
705.696543,200
671.156329,200
679.131536,200
679.932200,200
689.191093,200
685.322786,200
705.202434,200
677.472049,200
680.191441,200
692.462627,200
707.410314,200
673.112465,200
671.893715,200
689.914963,200
696.012489,200
672.483901,200
700.903029,200
692.302001,200
688.902710,200
685.227493,200
687.903916,200
701.928886,200
671.457264,200
695.235872,200
682.401856,200
662.943508,200
684.687987,200
725.015780,200
702.751246,200
690.053757,200
697.221438,200
671.520409,200
657.355663,200
685.963691,200
690.274799,200
699.242854,200
711.899434,200
670.314442,200
668.364610,200
685.063875,200
673.377259,200
657.152358,200
673.174249,200
689.305332,200
687.118676,200
689.846203,200
685.010895,200
688.899431,200
705.613600,200
685.434886,200
692.018184,200
691.315714,200
694.548667,200
672.149817,200
680.300052,200
670.980787,200
693.741654,200
662.278100,200
698.296256,200
679.182264,200
691.573394,200
670.354833,200
703.162393,200
684.471578,200
696.596003,200
678.918559,200
685.390431,200
695.516171,200
673.834815,200
675.202571,200
680.862492,200
721.442253,200
690.835345,200
720.721012,200
673.664101,200
674.729647,200
690.584067,200
687.355097,200
680.416121,200
706.008416,200
680.672633,200
692.284862,200
694.406747,200
676.136146,200
698.824487,200
679.277634,200
738.281498,200
667.713173,200
705.734474,200
711.250239,200
691.187734,200
676.821044,200
677.027869,200
692.375585,200
702.610906,200
695.164685,200
702.038274,200
676.214068,200
701.312341,200
686.436003,200
667.401147,200
682.278848,200
677.320839,200
696.251092,200
710.094380,200
693.947746,200
698.717452,200
679.134308,200
692.790870,200
765.820488,200
674.624583,200
658.426531,200
672.296985,200
664.859707,200
680.417214,200
704.917595,200
677.250217,200
701.470477,200
684.231336,200
693.854403,200
687.609785,200
698.138842,200
678.812007,200
682.550813,200
717.300564,200
688.996132,200
688.884704,200
681.783552,200
701.556837,200
686.138661,200
701.040107,200
685.749949,200
692.721241,200
696.057941,200
687.291319,200
702.845542,200
693.676973,200
693.609506,200
678.226531,200
688.478073,200
689.071432,200
706.479096,200
693.730321,200
675.194781,200
700.363018,200
694.012505,200
680.124350,200
671.898633,200
692.808237,200
699.030585,200
674.455238,200
690.208279,200
691.941241,200
679.161253,200
676.107452,200
699.041733,200
677.826649,200
684.410075,200
677.285601,200
680.564146,200
685.425328,200
702.423598,200
715.082541,200
689.024158,200
698.596446,200
692.020280,200
712.839197,200
673.880397,200
665.177073,200
686.965907,200
685.943772,200
708.631441,200
701.393635,200
688.075912,200
668.247953,200
695.862176,200
671.769791,200
726.482046,200
681.685248,200
657.154727,200
673.045334,200
