ploss,replica
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.002333,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.002033,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.002010,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000401,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.001182,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000795,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000819,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.001917,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.001176,350
0.001931,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.001604,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.001552,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.001203,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.001987,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000775,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.001147,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
