ploss,replica
0.034860,50
0.028310,50
0.029557,50
0.044309,50
0.019175,50
0.050119,50
0.045707,50
0.063187,50
0.033912,50
0.019339,50
0.023554,50
0.023771,50
0.027290,50
0.041017,50
0.040997,50
0.052693,50
0.054356,50
0.069988,50
0.028313,50
0.066641,50
0.036921,50
0.039007,50
0.045972,50
0.037944,50
0.032507,50
0.039305,50
0.042071,50
0.033333,50
0.038835,50
0.043154,50
0.033912,50
0.058661,50
0.028512,50
0.059375,50
0.052991,50
0.022774,50
0.045113,50
0.034828,50
0.053307,50
0.062674,50
0.031023,50
0.052900,50
0.027834,50
0.046893,50
0.025244,50
0.041566,50
0.027654,50
0.048016,50
0.054992,50
0.053004,50
