ploss,replica
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
0.000000,350
