grt,replica
700.552635,300
711.726829,300
676.512374,300
689.887664,300
682.560070,300
674.978876,300
716.617879,300
707.800454,300
680.637353,300
686.594741,300
682.275896,300
679.166685,300
689.184508,300
700.065267,300
683.298479,300
717.073410,300
673.941724,300
668.227315,300
704.484858,300
680.113494,300
709.720319,300
680.087805,300
703.910888,300
688.257089,300
667.426037,300
684.444273,300
722.226634,300
712.424248,300
674.730592,300
683.848927,300
707.947068,300
684.881908,300
696.302122,300
682.062725,300
681.737208,300
694.037072,300
680.646410,300
679.040134,300
681.716433,300
680.757145,300
687.334224,300
675.121003,300
681.533517,300
669.533137,300
686.612411,300
723.617405,300
685.355950,300
698.830010,300
692.220270,300
689.532184,300
698.712692,300
666.828533,300
666.978494,300
692.751507,300
719.337888,300
697.179917,300
707.929470,300
688.516042,300
681.958027,300
656.882609,300
669.878877,300
707.971167,300
693.450957,300
693.237912,300
683.998203,300
693.352622,300
695.353712,300
680.455135,300
678.730207,300
705.253327,300
671.890350,300
673.004855,300
687.795621,300
689.772251,300
686.949041,300
707.360931,300
671.769619,300
696.734073,300
692.244489,300
688.185192,300
662.493597,300
672.741821,300
676.359692,300
670.598109,300
688.586906,300
705.234786,300
698.427677,300
671.207963,300
654.542134,300
662.477418,300
674.390226,300
725.418753,300
699.962507,300
686.211686,300
678.074750,300
672.879707,300
658.952380,300
678.858317,300
679.948871,300
687.733239,300
667.421600,300
714.562472,300
685.595345,300
733.314078,300
686.543520,300
711.017523,300
686.119718,300
684.770453,300
684.751683,300
721.119200,300
701.393652,300
717.081433,300
680.380827,300
694.805686,300
683.094729,300
721.862688,300
706.777752,300
676.626896,300
695.056427,300
668.070015,300
686.923588,300
699.619008,300
683.235404,300
708.062295,300
667.879786,300
681.630642,300
684.990104,300
677.260873,300
682.198788,300
684.685131,300
705.397450,300
668.826411,300
708.712768,300
674.594432,300
696.153601,300
680.138343,300
690.032775,300
692.976287,300
687.184946,300
689.109140,300
674.161483,300
728.621901,300
651.982863,300
698.016181,300
738.379077,300
680.185580,300
680.576937,300
681.098663,300
696.777230,300
694.412862,300
683.561984,300
704.319117,300
669.152273,300
702.534644,300
697.460738,300
705.162613,300
701.281871,300
725.585718,300
677.229878,300
669.369186,300
676.411283,300
723.885098,300
682.926164,300
684.844199,300
700.784739,300
666.160308,300
676.945140,300
704.543886,300
675.911141,300
714.481341,300
671.347057,300
663.592972,300
699.798121,300
688.251247,300
685.543329,300
681.740948,300
698.362009,300
706.714229,300
683.604116,300
688.290919,300
669.950987,300
700.114439,300
673.810306,300
657.358726,300
689.385570,300
692.653722,300
686.381277,300
711.987435,300
685.385982,300
676.136868,300
678.991445,300
712.414136,300
675.317130,300
670.246121,300
664.394667,300
683.839649,300
678.342702,300
693.670130,300
701.383088,300
698.724159,300
678.160748,300
678.877683,300
681.274559,300
671.174292,300
706.023713,300
676.922062,300
688.071363,300
681.828165,300
683.705062,300
672.546440,300
670.082060,300
669.598707,300
663.939577,300
709.139782,300
725.738174,300
688.993038,300
690.536904,300
710.319105,300
678.841983,300
696.857048,300
677.230279,300
696.747539,300
688.090671,300
684.648920,300
680.597371,300
708.720467,300
679.479555,300
695.252754,300
672.120828,300
695.546476,300
712.583344,300
683.793794,300
690.253223,300
684.546574,300
674.195821,300
694.907552,300
705.191987,300
708.141959,300
701.118554,300
695.103155,300
677.866132,300
694.578334,300
693.774376,300
690.096446,300
681.767356,300
688.036558,300
676.490041,300
677.447227,300
673.226407,300
666.985863,300
688.764879,300
669.422629,300
689.662830,300
672.943874,300
700.357884,300
710.949687,300
667.888621,300
689.426925,300
693.630182,300
683.744025,300
682.611109,300
679.798077,300
701.585796,300
675.398994,300
701.009978,300
689.701513,300
688.731582,300
670.142023,300
706.317242,300
685.846043,300
685.812317,300
670.432166,300
688.523952,300
684.234638,300
700.976104,300
673.528115,300
686.681500,300
687.845289,300
696.729089,300
704.664636,300
710.992411,300
671.174329,300
653.650822,300
669.043285,300
697.158574,300
699.792976,300
689.632601,300
697.221977,300
688.396383,300
710.527495,300
683.439290,300
686.940488,300
666.692853,300
684.631401,300
668.662136,300
676.300636,300
656.084570,300
687.559101,300
694.699227,300
675.865203,300
