grt,replica
671.840641,150
687.406812,150
680.616728,150
669.098066,150
712.708139,150
669.675708,150
674.660398,150
686.301526,150
711.911719,150
720.266758,150
677.058729,150
719.287772,150
679.696208,150
672.613698,150
683.415800,150
696.657757,150
666.783162,150
690.678361,150
677.604166,150
679.910774,150
710.454566,150
703.158802,150
705.745637,150
716.518527,150
714.595094,150
691.568061,150
700.550809,150
703.604869,150
662.817472,150
706.135621,150
709.364710,150
678.530665,150
686.429220,150
663.786551,150
701.317498,150
665.521838,150
711.716463,150
693.432210,150
687.439361,150
696.339183,150
692.572014,150
698.651452,150
655.341206,150
686.180364,150
676.956703,150
688.464790,150
684.183281,150
663.874877,150
716.057004,150
702.460623,150
691.945754,150
699.679325,150
673.540232,150
679.556594,150
668.566582,150
681.864381,150
712.198704,150
695.944475,150
679.980301,150
700.024560,150
668.778402,150
672.396656,150
689.127107,150
684.945268,150
679.418728,150
680.165675,150
702.744725,150
680.407967,150
674.983210,150
702.747358,150
704.504367,150
682.597346,150
684.886859,150
738.028041,150
698.859181,150
697.019919,150
673.897785,150
686.947830,150
673.710671,150
686.562991,150
674.425786,150
670.112267,150
681.277748,150
686.335319,150
687.865812,150
685.920984,150
681.254098,150
687.567151,150
678.133167,150
711.217231,150
698.833065,150
670.273857,150
696.790211,150
688.221020,150
717.230876,150
692.244028,150
671.117000,150
699.019763,150
683.176247,150
673.292886,150
681.694106,150
686.464629,150
673.977772,150
681.878721,150
680.911688,150
674.920074,150
694.759767,150
664.157637,150
671.105437,150
698.401540,150
681.308424,150
683.139422,150
676.742933,150
658.904639,150
665.385658,150
712.031629,150
716.689691,150
672.975171,150
676.422021,150
670.302603,150
687.587671,150
701.146963,150
679.163023,150
700.973960,150
687.397122,150
686.792171,150
712.010130,150
692.059588,150
673.998426,150
668.270776,150
699.286236,150
675.642038,150
683.712569,150
672.740580,150
661.879846,150
693.606502,150
664.499667,150
704.708935,150
651.862250,150
705.684376,150
709.761219,150
675.027373,150
678.497374,150
707.092655,150
679.997434,150
704.342140,150
667.868554,150
702.765331,150
678.071605,150
685.304394,150
