grt,replica
689.244070,500
674.211347,500
699.618683,500
694.818977,500
652.416089,500
680.850020,500
687.534493,500
709.352099,500
679.001214,500
704.863805,500
694.088165,500
704.272757,500
700.462589,500
680.522008,500
668.194397,500
698.750168,500
682.353493,500
653.931299,500
684.001612,500
705.608906,500
671.906430,500
700.040002,500
706.983149,500
690.686258,500
687.102200,500
699.720916,500
667.557809,500
693.545780,500
694.632178,500
688.922974,500
676.223261,500
697.772478,500
678.750666,500
718.409708,500
693.182266,500
691.615307,500
679.702725,500
687.282680,500
685.794247,500
713.160869,500
690.574803,500
696.822628,500
678.035007,500
683.314218,500
695.763195,500
718.161555,500
684.786553,500
686.174985,500
678.763364,500
684.746367,500
671.065329,500
685.735304,500
682.551804,500
683.412516,500
709.289241,500
671.728732,500
677.102295,500
673.675384,500
681.926781,500
700.224684,500
682.279105,500
670.206908,500
704.956860,500
685.451021,500
669.708450,500
697.870669,500
684.878986,500
707.867034,500
696.739180,500
698.326846,500
707.027470,500
657.070794,500
658.775009,500
675.334056,500
693.732398,500
704.918019,500
688.097803,500
682.324417,500
684.405128,500
702.697579,500
662.477156,500
696.716750,500
666.973466,500
665.874410,500
657.739365,500
680.185033,500
685.629390,500
684.880535,500
672.987089,500
665.454736,500
699.475562,500
690.526910,500
686.918564,500
700.200197,500
709.965752,500
674.360112,500
730.055827,500
663.241327,500
698.158321,500
730.838279,500
670.036711,500
704.267840,500
675.637391,500
680.021178,500
676.284320,500
675.632287,500
665.111794,500
696.125107,500
665.836636,500
691.518495,500
666.520052,500
680.744738,500
684.378640,500
682.903533,500
684.769510,500
695.904619,500
702.321784,500
684.712203,500
709.991533,500
697.802296,500
669.464394,500
694.182967,500
689.374517,500
686.783501,500
701.145395,500
703.142847,500
690.435673,500
703.867515,500
678.379847,500
679.856094,500
682.545755,500
693.285879,500
661.998260,500
673.172207,500
663.838810,500
699.329787,500
679.716524,500
673.947929,500
676.409065,500
677.299635,500
687.521086,500
678.528969,500
700.795991,500
694.401007,500
701.499964,500
707.380843,500
699.113983,500
709.104176,500
699.137029,500
671.980918,500
676.682114,500
671.936807,500
695.119103,500
671.522050,500
671.942518,500
683.847776,500
695.676935,500
715.314119,500
669.266703,500
701.361890,500
711.389726,500
709.683281,500
682.420681,500
686.672861,500
691.449568,500
719.328740,500
687.986965,500
705.059747,500
689.079688,500
637.819719,500
692.436519,500
691.257666,500
644.913237,500
661.668123,500
722.413045,500
686.817000,500
704.373321,500
682.192305,500
692.923260,500
691.378603,500
686.724119,500
658.903404,500
708.579003,500
698.583854,500
691.370699,500
674.647504,500
703.114667,500
650.383235,500
681.970514,500
652.296561,500
676.490320,500
691.561050,500
698.670785,500
672.973140,500
681.217352,500
676.096764,500
672.970999,500
655.116448,500
690.456782,500
676.381391,500
751.127045,500
690.953498,500
687.559217,500
675.622669,500
693.317443,500
694.680997,500
686.889626,500
678.816463,500
662.710597,500
686.040019,500
690.811226,500
679.406356,500
731.819610,500
709.066203,500
696.632707,500
724.386855,500
697.178930,500
663.099170,500
692.897474,500
658.244349,500
695.220235,500
675.025795,500
686.339573,500
689.706321,500
682.559649,500
704.059258,500
705.431138,500
695.415919,500
674.758321,500
696.116473,500
691.706558,500
709.085422,500
685.823389,500
684.495016,500
722.122576,500
707.337092,500
668.590014,500
691.411866,500
677.809998,500
692.702890,500
689.119436,500
664.016089,500
696.392975,500
666.166763,500
701.057567,500
677.289153,500
696.976846,500
692.310252,500
685.609179,500
674.902893,500
686.161941,500
697.613043,500
685.138573,500
768.988237,500
695.264996,500
693.804351,500
688.680757,500
670.396229,500
710.472857,500
699.542997,500
679.434970,500
687.647749,500
691.906957,500
654.013696,500
708.229423,500
685.536357,500
691.513024,500
666.859565,500
711.155423,500
681.942618,500
701.167505,500
654.331309,500
673.764752,500
671.809904,500
674.462271,500
714.248249,500
687.318463,500
706.383793,500
683.587538,500
696.056519,500
681.186997,500
686.732909,500
682.848520,500
700.780774,500
709.550609,500
701.690290,500
694.067756,500
690.382203,500
671.740728,500
700.979443,500
706.100438,500
696.430305,500
701.690088,500
684.649959,500
672.909442,500
665.521094,500
671.103175,500
684.803855,500
661.261769,500
685.500585,500
680.407605,500
723.585609,500
654.617615,500
665.063202,500
687.227737,500
703.035919,500
685.531315,500
667.542830,500
701.521968,500
680.584069,500
662.971893,500
663.477545,500
695.211857,500
691.817255,500
663.443757,500
696.904609,500
676.155092,500
695.456511,500
672.930982,500
647.278575,500
689.279502,500
705.447935,500
697.452200,500
669.803822,500
669.533312,500
677.120574,500
651.963318,500
674.491556,500
674.247434,500
697.999804,500
666.990984,500
685.814626,500
678.326876,500
727.942590,500
699.893440,500
701.195885,500
699.258356,500
682.841620,500
681.704110,500
683.308749,500
685.935211,500
695.228907,500
700.265380,500
703.479264,500
686.668357,500
703.110021,500
691.254611,500
663.503527,500
681.619266,500
692.533354,500
693.885849,500
698.837639,500
715.333192,500
682.848053,500
695.293181,500
699.051815,500
686.494620,500
669.567541,500
692.653453,500
709.675118,500
711.089310,500
702.824662,500
708.067226,500
688.380667,500
674.290915,500
689.472420,500
719.034677,500
677.424008,500
701.286203,500
745.527330,500
683.023346,500
698.111476,500
694.753029,500
702.978359,500
697.656486,500
678.177604,500
670.515132,500
696.100584,500
674.564714,500
665.147205,500
680.835745,500
703.369593,500
684.563344,500
675.337011,500
680.184002,500
680.348062,500
679.186713,500
717.041233,500
700.580066,500
673.430939,500
696.830438,500
709.680217,500
688.934050,500
673.589291,500
701.953989,500
707.301611,500
690.046880,500
670.862869,500
684.321006,500
707.054578,500
681.762163,500
696.485947,500
697.326180,500
696.685167,500
681.748288,500
687.776916,500
680.200972,500
703.809496,500
694.486190,500
695.030022,500
668.291125,500
689.514248,500
691.697606,500
669.508263,500
680.509384,500
669.924390,500
712.060844,500
693.471464,500
652.623490,500
671.073624,500
710.379466,500
677.705980,500
689.839880,500
691.759090,500
690.653009,500
682.816504,500
699.657388,500
672.888836,500
685.275534,500
699.909798,500
664.473938,500
668.112777,500
664.225155,500
690.621870,500
696.427249,500
683.565680,500
700.524481,500
665.966096,500
696.116346,500
702.087531,500
697.256952,500
673.492474,500
666.016266,500
696.230380,500
670.010198,500
673.984464,500
656.396766,500
682.678617,500
668.943545,500
706.926742,500
675.382693,500
708.614517,500
698.488048,500
679.243227,500
706.404404,500
693.658577,500
698.555463,500
679.592188,500
684.376384,500
712.434583,500
694.163014,500
689.555077,500
695.650527,500
691.261273,500
664.002903,500
687.681579,500
677.331114,500
685.749667,500
659.282301,500
670.908479,500
672.707071,500
679.328998,500
707.648530,500
699.846886,500
692.131766,500
664.993278,500
676.947894,500
668.830178,500
641.963924,500
725.362845,500
686.140016,500
675.873259,500
691.305519,500
683.253600,500
694.580160,500
744.703643,500
707.865620,500
740.322864,500
701.293773,500
662.561228,500
686.346356,500
672.092468,500
667.162576,500
711.056709,500
684.693483,500
691.034247,500
689.266716,500
668.758870,500
711.321359,500
684.386940,500
