grt,batch_index
679.817107,749
728.672384,750
683.081813,751
610.990184,752
643.526060,753
696.582636,754
606.186134,755
684.932826,756
647.757312,757
700.129812,758
690.751275,759
691.408824,760
665.511964,761
745.286772,762
702.569380,763
663.077300,764
641.177722,765
646.002051,766
725.154706,767
747.877458,768
717.211435,769
661.241660,770
683.580271,771
676.606918,772
684.971739,773
701.187318,774
643.855379,775
654.578155,776
614.174178,777
697.556113,778
689.639044,779
695.578436,780
683.780399,781
643.563483,782
625.318788,783
634.075821,784
634.945205,785
691.396297,786
656.157060,787
668.461186,788
625.409605,789
720.765736,790
708.910889,791
667.508499,792
603.409106,793
634.050648,794
683.364824,795
683.132958,796
685.619640,797
676.135952,798
634.391703,799
673.578638,800
653.964909,801
625.607943,802
711.209260,803
658.596176,804
639.697512,805
699.946841,806
677.825594,807
668.131915,808
628.352623,809
701.339045,810
694.522274,811
671.244686,812
632.970050,813
709.118006,814
672.768646,815
692.876090,816
646.507857,817
636.414950,818
646.725013,819
682.682643,820
648.688632,821
726.742165,822
687.900677,823
662.918434,824
713.743446,825
743.450610,826
676.697453,827
620.539376,828
639.340222,829
674.732455,830
669.406299,831
621.699138,832
721.007555,833
708.220322,834
618.760868,835
708.761367,836
688.888708,837
640.984156,838
674.490373,839
706.005038,840
665.783660,841
664.707222,842
779.090098,843
749.470069,844
670.408197,845
701.735618,846
755.951876,847
698.692528,848
661.449664,849
647.876641,850
650.482166,851
685.860429,852
705.349407,853
657.382797,854
678.957277,855
693.442490,856
693.711612,857
716.022938,858
735.383512,859
656.014062,860
688.167456,861
679.479706,862
723.161144,863
643.005774,864
668.730576,865
610.254155,866
609.284493,867
658.188376,868
683.906594,869
658.532617,870
710.413109,871
718.581004,872
708.647692,873
688.400509,874
669.988757,875
672.973228,876
662.224388,877
695.545469,878
749.239928,879
692.920714,880
670.263107,881
619.023568,882
651.561776,883
662.661055,884
638.569223,885
620.583160,886
731.192873,887
698.407462,888
687.892898,889
664.809592,890
646.528303,891
662.569321,892
691.783431,893
673.365680,894
698.063358,895
641.379127,896
667.028614,897
678.168293,898
704.916332,899
657.566932,900
748.296480,901
612.115637,902
719.004505,903
644.757699,904
693.970032,905
719.022333,906
631.116862,907
642.442520,908
657.701630,909
630.932932,910
663.829364,911
643.816412,912
597.316162,913
619.944381,914
702.294437,915
657.234705,916
700.490242,917
642.144814,918
644.111408,919
695.712640,920
690.396910,921
688.368437,922
683.824444,923
668.739806,924
623.226388,925
670.438894,926
625.873493,927
660.413893,928
656.212628,929
689.800966,930
666.609084,931
698.750481,932
639.148890,933
638.423854,934
704.801108,935
631.850992,936
679.424119,937
673.586377,938
649.741527,939
669.018764,940
617.455582,941
650.902372,942
687.228582,943
691.181212,944
685.250562,945
664.855257,946
657.710072,947
655.965531,948
658.964532,949
686.177625,950
649.286582,951
703.427683,952
702.511800,953
652.542715,954
714.448111,955
698.551424,956
617.950904,957
673.962724,958
768.659071,959
612.856459,960
650.024636,961
659.449991,962
629.006226,963
698.497271,964
682.811415,965
666.166617,966
698.110060,967
661.029245,968
700.081446,969
753.501699,970
604.959951,971
654.194988,972
681.378939,973
695.233947,974
702.944300,975
642.718948,976
658.835689,977
647.140414,978
702.071958,979
657.903563,980
626.602832,981
654.502838,982
704.221791,983
654.744915,984
712.847800,985
684.350016,986
684.453294,987
624.407821,988
710.235083,989
662.627541,990
646.299873,991
656.920264,992
688.847487,993
689.017596,994
654.754372,995
650.530281,996
682.128721,997
668.556803,998
591.523069,999
682.404314,1000
679.962517,1001
695.083110,1002
647.636007,1003
648.662126,1004
698.664516,1005
636.420529,1006
683.860115,1007
674.224105,1008
673.988962,1009
657.744456,1010
641.202035,1011
602.995465,1012
645.125290,1013
649.512795,1014
732.393408,1015
670.368165,1016
661.780607,1017
789.052461,1018
658.927343,1019
670.460173,1020
674.423368,1021
774.031924,1022
649.027429,1023
676.017055,1024
663.054501,1025
713.480437,1026
651.255055,1027
703.429660,1028
684.423178,1029
662.554456,1030
660.474078,1031
654.373881,1032
657.432673,1033
655.882054,1034
718.682796,1035
642.684563,1036
703.233648,1037
675.183084,1038
700.630877,1039
687.769897,1040
635.325763,1041
648.365324,1042
697.948555,1043
722.449852,1044
665.848967,1045
643.625137,1046
686.577410,1047
676.409202,1048
724.275237,1049
663.848479,1050
712.438133,1051
677.966051,1052
709.221051,1053
664.239742,1054
665.892548,1055
662.340708,1056
654.518916,1057
637.532489,1058
694.575714,1059
678.850791,1060
667.831305,1061
612.492477,1062
702.306533,1063
652.547868,1064
649.761010,1065
636.932137,1066
716.435219,1067
665.496659,1068
639.113543,1069
671.954038,1070
665.294922,1071
674.568317,1072
727.747695,1073
672.073598,1074
670.244557,1075
663.284618,1076
668.680893,1077
642.851084,1078
660.138066,1079
640.704824,1080
661.817339,1081
696.951247,1082
624.105318,1083
649.608420,1084
674.054188,1085
636.799433,1086
754.719745,1087
690.800093,1088
662.751866,1089
695.518147,1090
686.181468,1091
717.331552,1092
648.887987,1093
622.891359,1094
656.138745,1095
678.490310,1096
649.768019,1097
717.970807,1098
640.396909,1099
647.043693,1100
658.081489,1101
663.273262,1102
690.848958,1103
606.096437,1104
633.066784,1105
692.449387,1106
664.538676,1107
654.143631,1108
680.011443,1109
679.331180,1110
666.234182,1111
666.682507,1112
695.562890,1113
743.085650,1114
674.686452,1115
661.634162,1116
710.339271,1117
746.501384,1118
692.572487,1119
662.525981,1120
680.549277,1121
654.911677,1122
679.217391,1123
631.802712,1124
670.456501,1125
630.302210,1126
636.710010,1127
698.356310,1128
677.660629,1129
658.977331,1130
649.339849,1131
673.483182,1132
666.272307,1133
742.214549,1134
633.923020,1135
676.881839,1136
727.847640,1137
667.548908,1138
661.954511,1139
634.277587,1140
675.968033,1141
698.904089,1142
677.271744,1143
685.407165,1144
697.240283,1145
657.696250,1146
642.104994,1147
655.350177,1148
673.696452,1149
639.737241,1150
642.847015,1151
662.726836,1152
716.762563,1153
627.771039,1154
668.447369,1155
735.747359,1156
697.343942,1157
628.218834,1158
738.276320,1159
694.580779,1160
655.294641,1161
649.705985,1162
755.054295,1163
720.837806,1164
662.176862,1165
675.965282,1166
617.548070,1167
660.945075,1168
691.211727,1169
640.601985,1170
679.475142,1171
676.424709,1172
597.464181,1173
625.107045,1174
650.339459,1175
700.417812,1176
666.486509,1177
645.667068,1178
629.737430,1179
691.421935,1180
717.432571,1181
669.178342,1182
646.812427,1183
689.465651,1184
677.089362,1185
674.996783,1186
656.782521,1187
645.235867,1188
656.412571,1189
660.434418,1190
714.999665,1191
672.911735,1192
674.023741,1193
672.859592,1194
652.242780,1195
645.493468,1196
673.345826,1197
698.251388,1198
639.254557,1199
748.167667,1200
697.890201,1201
652.392660,1202
634.582705,1203
686.667122,1204
638.736580,1205
692.007473,1206
712.959287,1207
633.291300,1208
625.496434,1209
686.987868,1210
668.082929,1211
685.685452,1212
713.323236,1213
725.547026,1214
697.151198,1215
697.797896,1216
622.337893,1217
658.823873,1218
674.620861,1219
661.807076,1220
634.004457,1221
636.860065,1222
648.343516,1223
623.300373,1224
695.389951,1225
690.479874,1226
621.809940,1227
683.967620,1228
647.084246,1229
662.904733,1230
652.445042,1231
646.233776,1232
724.209755,1233
680.998235,1234
648.244481,1235
647.541504,1236
710.264721,1237
633.052529,1238
695.035483,1239
623.601186,1240
661.615290,1241
713.655662,1242
655.207860,1243
654.653644,1244
618.829591,1245
668.272087,1246
756.373387,1247
653.486636,1248
689.319034,1249
651.053870,1250
659.926729,1251
684.044925,1252
686.331354,1253
633.298562,1254
661.158712,1255
640.314310,1256
631.817797,1257
709.044629,1258
806.837348,1259
620.022499,1260
655.493289,1261
634.388541,1262
700.107901,1263
691.472132,1264
669.640785,1265
677.059911,1266
687.499061,1267
685.581540,1268
663.399056,1269
686.423382,1270
799.477271,1271
672.299571,1272
668.880735,1273
634.543083,1274
630.404699,1275
690.359426,1276
658.595801,1277
666.084749,1278
662.943001,1279
657.465744,1280
682.130158,1281
691.910162,1282
751.722379,1283
646.032101,1284
646.509214,1285
725.784834,1286
764.974189,1287
645.883616,1288
655.611819,1289
714.940312,1290
639.672662,1291
645.362655,1292
605.106101,1293
703.336177,1294
649.831433,1295
662.972199,1296
675.163068,1297
669.541046,1298
731.113485,1299
688.813794,1300
654.818282,1301
682.884641,1302
662.268748,1303
695.532844,1304
637.455934,1305
703.742448,1306
681.857709,1307
679.063880,1308
730.508471,1309
680.280707,1310
654.636816,1311
682.556907,1312
701.072498,1313
728.349295,1314
687.216994,1315
693.853015,1316
628.515566,1317
727.328203,1318
669.034641,1319
689.110807,1320
661.605831,1321
637.313326,1322
665.741338,1323
691.619833,1324
669.710674,1325
732.341973,1326
664.791398,1327
685.557738,1328
700.449394,1329
654.364659,1330
680.883396,1331
628.119937,1332
640.287671,1333
682.377615,1334
672.217202,1335
653.467074,1336
644.523071,1337
684.382635,1338
665.777548,1339
652.453578,1340
671.157998,1341
692.297498,1342
681.062015,1343
656.503498,1344
706.470026,1345
706.226997,1346
750.236870,1347
645.184551,1348
607.791556,1349
693.864366,1350
649.188775,1351
672.782318,1352
731.961480,1353
633.621072,1354
672.345085,1355
664.543874,1356
679.555548,1357
683.428273,1358
715.295104,1359
702.396965,1360
671.764417,1361
641.104509,1362
668.061698,1363
773.714523,1364
682.220318,1365
656.041691,1366
665.811077,1367
649.063249,1368
664.663980,1369
697.136256,1370
646.767009,1371
667.316263,1372
639.501601,1373
706.570995,1374
714.630490,1375
664.336057,1376
718.263077,1377
670.684495,1378
617.736726,1379
633.091017,1380
653.255468,1381
668.342867,1382
735.156375,1383
652.545644,1384
636.029794,1385
686.835529,1386
667.103185,1387
612.635107,1388
731.483284,1389
703.599519,1390
627.260427,1391
640.791057,1392
684.549475,1393
659.121966,1394
631.704466,1395
650.199916,1396
718.923369,1397
706.077971,1398
688.771884,1399
776.058313,1400
672.962161,1401
673.949639,1402
641.979744,1403
627.627435,1404
672.208894,1405
700.540206,1406
642.579837,1407
660.601916,1408
637.962041,1409
745.724081,1410
672.986949,1411
684.123037,1412
746.673183,1413
710.985489,1414
748.211194,1415
736.073407,1416
695.476442,1417
685.657024,1418
673.727236,1419
665.042231,1420
649.854294,1421
622.334851,1422
624.889970,1423
686.109183,1424
651.610248,1425
606.485789,1426
645.306874,1427
661.369777,1428
670.985682,1429
671.984376,1430
670.473908,1431
626.967547,1432
641.006729,1433
751.420204,1434
700.866050,1435
757.199760,1436
679.785690,1437
710.170009,1438
793.278951,1439
692.208307,1440
743.695288,1441
721.559737,1442
649.732915,1443
676.764265,1444
703.616235,1445
683.935539,1446
644.798701,1447
676.354610,1448
675.896143,1449
602.154596,1450
661.568930,1451
736.927633,1452
655.555775,1453
706.195894,1454
671.976209,1455
689.054823,1456
655.607022,1457
655.627693,1458
651.391791,1459
679.486376,1460
606.224169,1461
624.780695,1462
665.229723,1463
677.831344,1464
688.234241,1465
661.219518,1466
667.419381,1467
693.436958,1468
666.092618,1469
745.026724,1470
692.719948,1471
650.970665,1472
671.896172,1473
632.380144,1474
649.985719,1475
614.272085,1476
636.241743,1477
651.814725,1478
669.484989,1479
732.555254,1480
732.715582,1481
644.983731,1482
647.740928,1483
645.487093,1484
663.818641,1485
627.628619,1486
683.564691,1487
706.645833,1488
718.360127,1489
645.546980,1490
646.442430,1491
651.365452,1492
684.539327,1493
628.489099,1494
643.427159,1495
644.246741,1496
689.370691,1497
615.068647,1498
688.630952,1499
681.075244,1500
643.264648,1501
618.118895,1502
672.281500,1503
658.602450,1504
656.541318,1505
654.525776,1506
687.908809,1507
684.305180,1508
661.143625,1509
697.135587,1510
639.625490,1511
702.253282,1512
684.308330,1513
624.468090,1514
654.344420,1515
703.892667,1516
755.896725,1517
712.363273,1518
676.132764,1519
697.120015,1520
640.435065,1521
638.080681,1522
670.356836,1523
759.785487,1524
679.529348,1525
655.822012,1526
707.991292,1527
665.756084,1528
723.538232,1529
710.293891,1530
648.069628,1531
689.725172,1532
635.214401,1533
712.611611,1534
700.967085,1535
664.515523,1536
705.431843,1537
723.127382,1538
612.979945,1539
645.108088,1540
688.097566,1541
661.390458,1542
625.060556,1543
712.849776,1544
656.299988,1545
703.465222,1546
686.624179,1547
731.161031,1548
650.785056,1549
652.938722,1550
642.687446,1551
639.047095,1552
684.187987,1553
696.464058,1554
604.311085,1555
647.871331,1556
710.819363,1557
657.848165,1558
688.707702,1559
612.852046,1560
660.570715,1561
661.748622,1562
645.259424,1563
643.532912,1564
650.135102,1565
723.383229,1566
769.137676,1567
659.442916,1568
633.031605,1569
639.519740,1570
689.257669,1571
657.371184,1572
657.675859,1573
714.459505,1574
650.952543,1575
717.435501,1576
647.085807,1577
705.385058,1578
711.406260,1579
636.323199,1580
692.421965,1581
652.830454,1582
691.143208,1583
681.813090,1584
722.378503,1585
655.454096,1586
682.332305,1587
623.447781,1588
678.256798,1589
647.190131,1590
659.292871,1591
725.023649,1592
683.431943,1593
694.803990,1594
655.867087,1595
642.997057,1596
687.419163,1597
665.044563,1598
716.776061,1599
647.358527,1600
667.645485,1601
680.490312,1602
678.742011,1603
725.284176,1604
671.313115,1605
655.956876,1606
698.056374,1607
645.844946,1608
695.456912,1609
712.694883,1610
692.734194,1611
664.835321,1612
722.755946,1613
678.444037,1614
722.364328,1615
700.565033,1616
664.625803,1617
603.156372,1618
699.868358,1619
662.786708,1620
689.443334,1621
673.692050,1622
614.931048,1623
651.102440,1624
694.421684,1625
652.351429,1626
776.976099,1627
617.067674,1628
662.239632,1629
680.567717,1630
744.659298,1631
638.370189,1632
636.297695,1633
653.640183,1634
677.749766,1635
652.443550,1636
600.019247,1637
601.900387,1638
706.951267,1639
671.856932,1640
633.590716,1641
684.517410,1642
616.520907,1643
677.221215,1644
712.432578,1645
690.484017,1646
652.288057,1647
664.163493,1648
693.909028,1649
696.315881,1650
651.211543,1651
672.958018,1652
684.480370,1653
674.492080,1654
685.679121,1655
671.097025,1656
622.348626,1657
671.085051,1658
620.284470,1659
627.279682,1660
640.995440,1661
712.906378,1662
669.556959,1663
656.716684,1664
708.131748,1665
686.482473,1666
658.712281,1667
683.149588,1668
679.327369,1669
681.881413,1670
727.921755,1671
698.460505,1672
614.949738,1673
678.869101,1674
734.894488,1675
693.163990,1676
708.155427,1677
744.995349,1678
696.628741,1679
689.181765,1680
677.258739,1681
642.369152,1682
686.746690,1683
672.022539,1684
630.667385,1685
690.430761,1686
649.996111,1687
672.473058,1688
652.317615,1689
689.170924,1690
713.579441,1691
679.799278,1692
645.366304,1693
684.135310,1694
686.418853,1695
686.084440,1696
647.311589,1697
609.679877,1698
632.438892,1699
635.674592,1700
681.592403,1701
655.948726,1702
697.707196,1703
695.407775,1704
687.254481,1705
685.814146,1706
661.157324,1707
663.516850,1708
600.609395,1709
637.306879,1710
663.294432,1711
658.127101,1712
653.452883,1713
658.437649,1714
691.909167,1715
707.773405,1716
730.245025,1717
639.719465,1718
652.365540,1719
722.377352,1720
674.410874,1721
683.043763,1722
677.511349,1723
672.845411,1724
640.743744,1725
697.044617,1726
655.872807,1727
680.337861,1728
705.277666,1729
690.239676,1730
651.495965,1731
687.821732,1732
576.379625,1733
628.729655,1734
669.773864,1735
649.330711,1736
671.737092,1737
662.819708,1738
691.189894,1739
663.325596,1740
672.259847,1741
636.744855,1742
705.668694,1743
689.704938,1744
677.257549,1745
677.887348,1746
691.418447,1747
674.618490,1748
731.786247,1749
652.573039,1750
652.640388,1751
604.869705,1752
669.708276,1753
700.898769,1754
709.078997,1755
657.394829,1756
725.373799,1757
638.647480,1758
669.995197,1759
687.047065,1760
674.602752,1761
652.145742,1762
615.321773,1763
629.672249,1764
678.467650,1765
683.738854,1766
624.677215,1767
694.000645,1768
691.007489,1769
654.600147,1770
661.793003,1771
737.365074,1772
713.519109,1773
653.281278,1774
726.467833,1775
658.827020,1776
694.222247,1777
708.137966,1778
639.289052,1779
693.792081,1780
661.888733,1781
675.888183,1782
657.292161,1783
616.744973,1784
694.203178,1785
689.510875,1786
688.933204,1787
647.657452,1788
680.298010,1789
655.750232,1790
702.180740,1791
665.758816,1792
719.005774,1793
612.252009,1794
631.867736,1795
684.624500,1796
723.856156,1797
641.548189,1798
676.636562,1799
691.008032,1800
654.813657,1801
719.582375,1802
719.886310,1803
653.944553,1804
683.577697,1805
699.369023,1806
589.904298,1807
644.708717,1808
667.684213,1809
635.835642,1810
653.168960,1811
641.696698,1812
671.204090,1813
676.270073,1814
680.895546,1815
715.037541,1816
654.526397,1817
653.131445,1818
697.193322,1819
634.498616,1820
698.976761,1821
675.371016,1822
653.586510,1823
653.604829,1824
708.312039,1825
661.404596,1826
700.081261,1827
665.447793,1828
695.309006,1829
658.497987,1830
680.239661,1831
728.484123,1832
678.663298,1833
630.434464,1834
609.274855,1835
644.196707,1836
664.994013,1837
685.908732,1838
647.026852,1839
701.041506,1840
688.282175,1841
674.697600,1842
759.342102,1843
662.155880,1844
665.736922,1845
657.909312,1846
762.232266,1847
687.591077,1848
655.269825,1849
648.274951,1850
629.516079,1851
636.955548,1852
716.323607,1853
668.568281,1854
640.052818,1855
657.016253,1856
648.082286,1857
630.165745,1858
698.841119,1859
661.630662,1860
665.502476,1861
646.770207,1862
615.957800,1863
695.832852,1864
620.975270,1865
670.133538,1866
647.883737,1867
687.163905,1868
681.087030,1869
679.848880,1870
