grt,batch
756.443150,1
680.585475,2
688.375333,3
682.180192,4
667.919217,5
674.868653,6
717.655804,7
664.003569,8
667.864355,9
668.436521,10
686.976648,11
659.494848,12
690.739032,13
683.338434,14
665.544704,15
692.026497,16
701.007012,17
684.222899,18
708.211872,19
703.151868,20
668.577216,21
693.895646,22
677.803880,23
707.745483,24
708.006955,25
700.193906,26
690.255195,27
675.966084,28
686.816059,29
716.257756,30
674.078186,31
667.670763,32
682.909041,33
652.148214,34
694.243584,35
678.031143,36
680.321341,37
702.905209,38
675.331571,39
665.053880,40
683.415535,41
699.613032,42
675.123291,43
660.550980,44
709.395421,45
657.855177,46
706.119466,47
694.621953,48
684.791097,49
681.015699,50
671.717566,51
689.981595,52
708.315460,53
688.633119,54
656.298967,55
689.055027,56
713.519751,57
680.033384,58
678.402444,59
705.171162,60
700.628912,61
673.150316,62
666.845511,63
692.374039,64
682.716363,65
697.183980,66
692.423517,67
717.303825,68
660.703262,69
688.459923,70
665.663232,71
758.747883,72
684.224129,73
670.757073,74
752.965143,75
695.443229,76
695.943040,77
698.719787,78
674.261634,79
689.470780,80
690.715847,81
709.100508,82
681.603893,83
702.609800,84
668.249574,85
671.641553,86
721.495064,87
653.490326,88
685.878263,89
695.859694,90
657.271997,91
701.261395,92
689.219060,93
691.417258,94
667.396556,95
679.716005,96
680.159526,97
764.715735,98
686.333228,99
657.722613,100
710.571860,101
683.627879,102
683.051704,103
671.305168,104
657.276237,105
697.402496,106
701.662823,107
665.278959,108
735.121360,109
689.497655,110
682.311122,111
757.930187,112
712.726473,113
671.600188,114
694.938983,115
717.369530,116
746.587833,117
654.769414,118
683.165085,119
711.705042,120
668.656350,121
698.284928,122
693.256325,123
697.273464,124
671.834981,125
690.031878,126
740.611137,127
677.397482,128
661.246712,129
730.177002,130
708.495423,131
711.978383,132
662.256842,133
706.453131,134
731.872157,135
676.296470,136
687.486786,137
692.900005,138
657.944968,139
668.338145,140
696.466478,141
683.748186,142
699.071570,143
650.678619,144
661.481621,145
696.846310,146
694.783948,147
706.136267,148
749.807172,149
711.615776,150
701.463340,151
672.850819,152
650.097212,153
724.990549,154
656.524888,155
688.679683,156
697.381578,157
681.279247,158
700.486775,159
673.074721,160
728.358102,161
675.000775,162
689.058009,163
689.648262,164
722.123115,165
646.594581,166
695.357652,167
680.492201,168
706.302635,169
676.936630,170
689.601287,171
690.508231,172
700.846710,173
748.265532,174
660.526245,175
705.063491,176
693.950218,177
671.942175,178
702.152947,179
710.604475,180
701.060177,181
694.056660,182
681.186229,183
671.556935,184
696.888107,185
689.055985,186
656.453761,187
674.376228,188
678.177790,189
670.053421,190
688.786626,191
683.679426,192
682.148073,193
665.621420,194
683.952382,195
673.521018,196
710.915211,197
694.442036,198
666.332243,199
675.249223,200
680.278820,201
704.650668,202
679.041593,203
692.572328,204
664.250793,205
693.282465,206
697.446531,207
711.804874,208
691.811075,209
697.460745,210
670.888370,211
667.220939,212
710.222248,213
698.872250,214
666.299924,215
721.958070,216
658.334436,217
703.944602,218
653.857184,219
667.699203,220
683.625447,221
714.169720,222
664.571579,223
660.378740,224
714.223751,225
706.173364,226
732.406629,227
646.518387,228
698.099465,229
703.465343,230
672.256274,231
720.031082,232
673.737411,233
742.127950,234
675.596377,235
701.103594,236
687.063454,237
720.357936,238
646.281410,239
754.123424,240
712.229822,241
651.979736,242
715.532077,243
689.803108,244
672.410316,245
674.533918,246
710.288415,247
706.535608,248
712.145991,249
728.114742,250
668.943594,251
706.322770,252
732.974378,253
689.163199,254
693.570223,255
680.705670,256
685.327942,257
692.216784,258
668.257275,259
672.276709,260
733.748539,261
691.078752,262
660.137847,263
663.601680,264
688.366663,265
688.564784,266
695.173710,267
701.907272,268
677.367539,269
661.639720,270
725.285612,271
723.707436,272
662.471169,273
687.456189,274
707.076630,275
689.104538,276
749.338874,277
695.885402,278
691.964712,279
700.515358,280
691.827823,281
667.921039,282
709.081107,283
684.737597,284
682.528701,285
724.567386,286
702.933779,287
692.144879,288
655.610515,289
701.463839,290
747.280525,291
693.429027,292
699.820514,293
