ploss,batch
0.030352,1
0.047667,2
0.065934,3
0.038596,4
0.053367,5
0.063158,6
0.038942,7
0.033317,8
0.049550,9
0.037890,10
0.030672,11
0.047429,12
0.049254,13
0.040000,14
0.052239,15
0.059381,16
0.043219,17
0.016268,18
0.065304,19
0.049327,20
0.034380,21
0.054040,22
0.097610,23
0.041605,24
0.050556,25
0.039683,26
0.038655,27
0.036264,28
0.039960,29
0.053207,30
0.051269,31
0.056680,32
0.034380,33
0.039801,34
0.052000,35
0.047189,36
0.031532,37
0.044545,38
0.051536,39
0.054122,40
0.058853,41
0.052156,42
0.037764,43
0.067466,44
0.063713,45
0.059880,46
0.065763,47
0.023594,48
0.034192,49
0.043151,50
0.071964,51
0.056415,52
0.061049,53
0.028024,54
0.023906,55
0.050677,56
0.043564,57
0.046883,58
0.039106,59
0.022916,60
0.050994,61
0.050470,62
0.044155,63
0.030777,64
0.069709,65
0.054028,66
0.075719,67
0.047737,68
0.030120,69
0.033618,70
0.034656,71
0.034125,72
0.066334,73
0.026316,74
0.064198,75
0.044478,76
0.044433,77
0.061592,78
0.046138,79
0.034983,80
0.059950,81
0.055638,82
0.069017,83
0.042000,84
0.035696,85
0.039940,86
0.035913,87
0.022840,88
0.054829,89
0.071925,90
0.048371,91
0.098522,92
0.044088,93
0.035229,94
0.089207,95
0.029544,96
0.045703,97
0.052553,98
0.027638,99
0.067235,100
0.069698,101
0.026945,102
0.070089,103
0.038674,104
0.043847,105
0.065283,106
0.056959,107
0.042211,108
0.057540,109
0.046324,110
0.050324,111
0.047500,112
0.031532,113
0.063227,114
0.048976,115
0.066400,116
0.046836,117
0.039441,118
0.051485,119
0.045546,120
0.050302,121
0.053807,122
0.048768,123
0.040060,124
0.025113,125
0.055114,126
0.059560,127
0.072974,128
0.031204,129
0.063669,130
0.047737,131
0.059381,132
0.051269,133
0.069570,134
0.043151,135
0.020833,136
0.078828,137
0.037468,138
0.044988,139
0.032812,140
0.041937,141
0.052032,142
0.037242,143
0.029708,144
0.028756,145
0.037425,146
0.064857,147
0.053159,148
0.089232,149
0.046710,150
0.046328,151
0.034465,152
0.062812,153
0.051334,154
0.069087,155
0.029397,156
0.060060,157
0.032275,158
0.046341,159
0.044972,160
0.030815,161
0.056140,162
0.037019,163
0.061784,164
0.038076,165
0.038289,166
0.043434,167
0.068744,168
0.029308,169
0.035149,170
0.061328,171
0.051793,172
0.027214,173
0.034500,174
0.048719,175
0.067669,176
0.046710,177
0.065598,178
0.055418,179
0.032762,180
0.056056,181
0.069639,182
0.055060,183
0.061809,184
0.044916,185
0.039819,186
0.065304,187
0.044732,188
0.043633,189
0.055556,190
0.074707,191
0.044814,192
0.052317,193
0.054767,194
0.057171,195
0.044978,196
0.036290,197
0.059031,198
0.037642,199
0.030938,200
0.027259,201
0.055060,202
0.019471,203
0.033350,204
0.035336,205
0.031187,206
0.045005,207
0.069189,208
0.042304,209
0.057284,210
0.049221,211
0.056253,212
0.060217,213
0.040847,214
0.031936,215
0.057483,216
0.038577,217
0.054326,218
0.082164,219
0.057558,220
0.065606,221
0.045000,222
0.045885,223
0.068500,224
0.043785,225
0.062158,226
0.068047,227
0.028978,228
0.078736,229
0.042226,230
0.056310,231
0.063148,232
0.033554,233
0.069965,234
0.069930,235
0.030470,236
0.050984,237
0.032484,238
0.053465,239
0.041791,240
0.046836,241
0.042105,242
0.038404,243
0.039715,244
0.048878,245
0.052109,246
0.085043,247
0.029955,248
0.047548,249
0.083627,250
0.051117,251
0.034243,252
0.035211,253
0.043587,254
0.043544,255
0.046162,256
0.042331,257
0.049652,258
0.077968,259
0.052790,260
0.039702,261
0.038771,262
0.029542,263
0.030090,264
0.057100,265
0.037110,266
0.035318,267
0.070089,268
0.042532,269
0.070862,270
0.033096,271
0.061825,272
0.064225,273
0.063572,274
0.034119,275
0.068397,276
0.046131,277
0.041521,278
0.045706,279
0.067265,280
0.047331,281
0.063755,282
0.071218,283
0.030105,284
0.049574,285
0.042843,286
0.065347,287
0.048217,288
0.089910,289
0.064179,290
0.048719,291
0.072938,292
0.045027,293
0.071572,294
0.055894,295
0.053563,296
0.036500,297
0.036720,298
0.028744,299
0.083624,300
0.065314,301
0.036834,302
0.046570,303
0.019647,304
0.033517,305
0.065907,306
0.018849,307
0.067521,308
0.032209,309
0.098166,310
0.042628,311
0.055106,312
0.040785,313
0.042773,314
0.036871,315
0.053580,316
0.023268,317
0.035062,318
0.035533,319
0.030288,320
0.064484,321
0.055996,322
0.035105,323
0.042042,324
0.047976,325
0.057414,326
0.059950,327
0.060861,328
0.049975,329
0.040827,330
0.035371,331
0.056213,332
0.055583,333
0.038345,334
0.047236,335
0.071063,336
0.064783,337
0.063745,338
0.028730,339
0.059606,340
0.046006,341
0.034913,342
0.044038,343
0.034257,344
0.041791,345
0.044724,346
0.053688,347
0.050374,348
0.061461,349
0.013841,350
0.031658,351
0.052763,352
0.027722,353
0.026933,354
0.049049,355
0.066169,356
0.046512,357
0.037764,358
0.070273,359
0.059411,360
0.024024,361
0.059030,362
0.055694,363
0.033770,364
0.073795,365
0.032516,366
0.069617,367
0.051716,368
0.044534,369
0.059028,370
0.027486,371
0.048719,372
0.057818,373
0.044821,374
0.029946,375
0.020336,376
0.027583,377
0.070105,378
0.042190,379
0.037239,380
0.037500,381
0.013814,382
0.041435,383
0.054353,384
0.050025,385
0.040241,386
0.065327,387
0.061728,388
0.059030,389
0.044859,390
0.058214,391
0.039255,392
0.053027,393
0.022931,394
0.036739,395
0.056670,396
0.040299,397
0.071535,398
0.036199,399
0.075226,400
0.033697,401
0.069791,402
0.032544,403
0.056056,404
0.050873,405
0.029278,406
0.039559,407
0.043262,408
0.027108,409
0.029586,410
0.039414,411
0.039366,412
0.069506,413
0.035571,414
0.076692,415
0.045703,416
0.042467,417
0.067830,418
0.073463,419
0.080238,420
0.047304,421
0.042289,422
0.075173,423
0.046361,424
0.050403,425
0.054734,426
0.024066,427
0.062066,428
0.057471,429
0.052239,430
0.047859,431
0.056324,432
0.043851,433
0.011869,434
0.051437,435
0.040404,436
0.044291,437
0.046663,438
0.053374,439
0.046177,440
0.059061,441
0.025013,442
0.066567,443
0.058175,444
0.065012,445
0.052605,446
0.038364,447
0.058325,448
0.071643,449
0.041979,450
0.021404,451
0.052500,452
0.067574,453
0.048491,454
0.059296,455
0.044456,456
0.055055,457
0.056472,458
0.059686,459
0.033317,460
0.039599,461
0.035840,462
0.051179,463
0.064727,464
0.056830,465
0.064759,466
0.030109,467
0.060470,468
0.038345,469
0.052889,470
0.019348,471
0.034260,472
0.028529,473
0.052340,474
0.039167,475
0.077348,476
0.039461,477
0.038674,478
0.060801,479
0.019192,480
0.053240,481
0.041028,482
0.030592,483
0.031219,484
0.063148,485
0.046559,486
0.036345,487
0.040939,488
0.029426,489
0.046083,490
0.078402,491
0.062749,492
0.059030,493
0.027944,494
0.026633,495
0.052419,496
0.030109,497
0.054628,498
0.037147,499
0.068983,500
0.031065,501
0.059633,502
0.047123,503
0.051819,504
0.054490,505
0.054591,506
0.023988,507
0.039639,508
0.054299,509
0.035253,510
0.033233,511
0.036798,512
0.062406,513
0.050274,514
0.016616,515
0.041212,516
0.035696,517
0.050101,518
0.067061,519
0.023465,520
0.029559,521
0.028798,522
0.022366,523
0.033958,524
0.044367,525
0.049123,526
0.048053,527
0.076130,528
0.033400,529
0.055162,530
0.028014,531
0.050645,532
0.034743,533
0.065704,534
0.036537,535
0.020480,536
0.049451,537
0.044634,538
0.043781,539
0.056500,540
0.058379,541
0.025987,542
0.059326,543
0.041833,544
0.052658,545
0.042339,546
0.049205,547
0.045954,548
0.055696,549
0.040494,550
0.061585,551
0.038133,552
0.042178,553
0.045113,554
0.044207,555
0.044599,556
0.071749,557
0.035211,558
0.038232,559
0.025628,560
0.047287,561
0.040622,562
0.052209,563
0.027190,564
0.048115,565
0.027282,566
0.034188,567
0.059441,568
0.064434,569
0.040988,570
0.049923,571
0.080843,572
0.071358,573
0.011106,574
0.043544,575
0.051942,576
0.022739,577
0.069138,578
0.034311,579
0.032012,580
0.046593,581
0.054256,582
0.049213,583
0.024851,584
0.081684,585
0.038038,586
0.036945,587
0.067472,588
0.026759,589
0.017597,590
0.046056,591
0.056203,592
0.053313,593
0.034465,594
0.065972,595
0.045477,596
0.050149,597
0.057615,598
0.045294,599
0.046099,600
0.050955,601
0.020101,602
0.049702,603
0.031062,604
0.052104,605
0.038326,606
0.032338,607
0.051733,608
0.032967,609
0.056594,610
0.060437,611
0.049480,612
0.030824,613
0.060030,614
0.077000,615
0.043763,616
0.052343,617
0.030546,618
0.042289,619
0.034708,620
0.046983,621
0.072160,622
0.056818,623
0.055279,624
0.035288,625
0.045181,626
0.057789,627
0.030000,628
0.051026,629
0.044243,630
0.042914,631
0.041359,632
0.038674,633
0.032389,634
0.039448,635
0.031722,636
0.044411,637
0.056870,638
0.052684,639
0.052340,640
0.041854,641
0.040040,642
0.055888,643
0.066000,644
0.049089,645
0.049237,646
0.068079,647
0.048187,648
0.021772,649
0.057357,650
0.057483,651
0.025858,652
0.023976,653
0.035411,654
0.053959,655
0.069157,656
0.027431,657
0.051193,658
0.036300,659
0.053661,660
0.038539,661
0.037000,662
0.029204,663
0.046384,664
0.036355,665
0.045206,666
0.044177,667
0.039879,668
0.046650,669
0.044983,670
0.041026,671
0.074627,672
0.059204,673
0.042585,674
0.030617,675
0.027328,676
0.028316,677
0.057057,678
0.024072,679
0.035859,680
0.049156,681
0.049025,682
0.040100,683
0.040867,684
0.029397,685
0.055965,686
0.037764,687
0.051733,688
0.034274,689
0.072938,690
0.048756,691
0.068034,692
0.059267,693
0.034653,694
0.042352,695
0.051217,696
0.039409,697
0.049451,698
0.045844,699
0.059731,700
0.069444,701
0.070015,702
0.046813,703
0.052268,704
0.052632,705
0.060982,706
0.043086,707
0.094642,708
0.053260,709
0.038153,710
0.049951,711
0.037849,712
0.042148,713
0.050254,714
0.043414,715
0.042850,716
0.060284,717
0.047854,718
0.035229,719
0.040704,720
0.035376,721
0.049550,722
0.045977,723
0.056225,724
