ploss,batch
0.028478,1
0.027000,2
0.031520,3
0.026946,4
0.016732,5
0.017241,6
0.022478,7
0.054321,8
0.012152,9
0.018934,10
0.016941,11
0.028028,12
0.018593,13
0.004995,14
0.021869,15
0.005589,16
0.011759,17
0.033933,18
0.019792,19
0.024036,20
0.021159,21
0.018738,22
0.024752,23
0.028499,24
0.031627,25
0.041564,26
0.025398,27
0.029456,28
0.029234,29
0.030800,30
0.012582,31
0.019881,32
0.042850,33
0.041173,34
0.034416,35
0.024230,36
0.025845,37
0.020101,38
0.018408,39
0.032746,40
0.002957,41
0.011622,42
0.022556,43
0.040060,44
0.033367,45
0.028302,46
0.013205,47
0.018317,48
0.010101,49
0.031173,50
0.015531,51
0.030364,52
0.054545,53
0.024304,54
0.027350,55
0.047478,56
0.037037,57
0.017327,58
0.016863,59
0.033597,60
0.025948,61
0.032901,62
0.028472,63
0.012525,64
0.010870,65
0.041772,66
0.014134,67
0.029674,68
0.016194,69
0.024913,70
0.022556,71
0.020347,72
0.006633,73
0.034311,74
0.026934,75
0.051672,76
0.015881,77
0.064109,78
0.016907,79
0.015952,80
0.015369,81
0.007626,82
0.018063,83
0.021340,84
0.005467,85
0.019115,86
0.040040,87
0.006487,88
0.023547,89
0.022523,90
0.016907,91
0.035605,92
0.027397,93
0.005035,94
0.013507,95
0.036816,96
0.024181,97
0.022500,98
0.050924,99
0.007921,100
0.043238,101
0.038713,102
0.008433,103
0.025214,104
0.018454,105
0.013158,106
0.044554,107
0.049776,108
0.022511,109
0.020161,110
0.028942,111
0.008445,112
0.005528,113
0.026460,114
0.051179,115
0.038883,116
0.055083,117
0.026566,118
0.042247,119
0.021728,120
0.005601,121
0.027314,122
0.019183,123
0.041082,124
0.022310,125
0.011078,126
0.033932,127
0.035211,128
0.028401,129
0.003483,130
0.027888,131
0.011604,132
0.006549,133
0.026487,134
0.034722,135
0.022681,136
0.037463,137
0.020916,138
0.019578,139
0.023453,140
0.001000,141
0.016008,142
0.015271,143
0.045890,144
0.023869,145
0.023023,146
0.009581,147
0.016915,148
0.013520,149
0.019588,150
0.027342,151
0.042984,152
0.009378,153
0.020161,154
0.005500,155
0.010951,156
0.014471,157
0.027204,158
0.017017,159
0.015928,160
0.011466,161
0.017677,162
0.041996,163
0.006497,164
0.014721,165
0.041750,166
0.017848,167
0.016137,168
0.010396,169
0.037336,170
0.017553,171
0.010050,172
0.050696,173
0.015992,174
0.021404,175
0.011789,176
0.036408,177
0.042446,178
0.020111,179
0.018381,180
0.030592,181
0.035088,182
0.024911,183
0.011209,184
0.024623,185
0.014014,186
0.002999,187
0.021169,188
0.031453,189
0.017387,190
0.029544,191
0.023395,192
0.021127,193
0.058794,194
0.026667,195
0.030808,196
0.044400,197
0.038830,198
0.022784,199
0.035750,200
0.021522,201
0.044746,202
0.019861,203
0.038172,204
0.022636,205
0.025666,206
0.018791,207
0.034297,208
0.021483,209
0.030168,210
0.017910,211
0.023244,212
0.016794,213
0.017831,214
0.047859,215
0.009500,216
0.024402,217
0.011494,218
0.019019,219
0.021543,220
0.013903,221
0.019940,222
0.024090,223
0.054041,224
0.013059,225
0.023512,226
0.029263,227
0.021576,228
0.031328,229
0.005467,230
0.026700,231
0.010875,232
0.018321,233
0.039880,234
0.011840,235
0.016667,236
0.012961,237
0.026026,238
0.015454,239
0.027027,240
0.000000,241
0.025285,242
0.016777,243
0.015377,244
0.017017,245
0.008479,246
0.033483,247
0.040404,248
0.014822,249
0.046813,250
0.016000,251
0.018649,252
0.022500,253
0.041103,254
0.012444,255
0.030546,256
0.025240,257
0.033187,258
0.027149,259
0.036145,260
0.017206,261
0.037661,262
0.021630,263
0.027431,264
0.007637,265
0.014584,266
0.036364,267
0.028770,268
0.014049,269
0.018256,270
0.039565,271
0.017085,272
0.062218,273
0.060486,274
0.010995,275
0.020263,276
0.054482,277
0.007921,278
0.042360,279
0.048842,280
0.014866,281
0.025487,282
0.017606,283
0.007956,284
0.039718,285
0.030708,286
0.029866,287
0.005544,288
0.013098,289
0.032258,290
0.046246,291
0.018491,292
0.020408,293
0.018219,294
0.017404,295
0.031754,296
0.015842,297
0.036925,298
0.027459,299
0.016840,300
0.037149,301
0.009514,302
0.007925,303
0.015213,304
0.026212,305
0.008543,306
0.036236,307
0.017017,308
0.019675,309
0.002505,310
0.016203,311
0.027363,312
0.014141,313
0.036157,314
0.015477,315
0.011072,316
0.013814,317
0.022889,318
0.063032,319
0.015771,320
0.015221,321
0.038806,322
0.010902,323
0.015594,324
0.030060,325
0.015760,326
0.010716,327
0.016625,328
0.035625,329
0.038133,330
0.026421,331
0.020813,332
0.016717,333
0.050889,334
0.012488,335
0.030761,336
0.014378,337
0.015415,338
0.016194,339
0.019539,340
0.022489,341
0.008942,342
0.000000,343
0.012024,344
0.035859,345
0.014888,346
0.055948,347
0.019930,348
0.018063,349
0.036085,350
0.014834,351
0.056185,352
0.027654,353
0.033299,354
0.008475,355
0.013807,356
0.026249,357
0.006490,358
0.027095,359
0.033070,360
0.044938,361
0.029684,362
0.020906,363
0.013602,364
0.023943,365
0.040627,366
0.040622,367
0.063564,368
0.043260,369
0.017803,370
0.060695,371
0.018063,372
0.031204,373
0.023139,374
0.006442,375
0.013065,376
0.013575,377
0.048563,378
0.029337,379
0.029718,380
0.013581,381
0.034380,382
0.040527,383
0.011381,384
0.022579,385
0.066099,386
0.017937,387
0.019000,388
0.016484,389
0.025974,390
0.044814,391
0.022070,392
0.018246,393
0.030693,394
0.020315,395
0.044643,396
0.027149,397
0.010995,398
0.018981,399
0.029000,400
0.015562,401
0.015461,402
0.021191,403
0.028148,404
0.013993,405
0.008513,406
0.010574,407
0.012878,408
0.014449,409
0.047118,410
0.038347,411
0.007018,412
0.029337,413
0.038981,414
0.040119,415
0.020937,416
0.045977,417
0.020634,418
0.038038,419
0.021404,420
0.030213,421
0.012594,422
0.049197,423
0.011460,424
0.026487,425
0.019029,426
0.043065,427
0.015008,428
0.013026,429
0.017413,430
0.027390,431
0.026593,432
0.016418,433
0.019211,434
0.021095,435
0.008964,436
0.021340,437
0.034222,438
0.019950,439
0.015415,440
0.066833,441
0.021309,442
0.057827,443
0.035785,444
0.010293,445
0.057129,446
0.021436,447
0.016442,448
0.030515,449
0.036688,450
0.016194,451
0.001487,452
0.027933,453
0.027737,454
0.027190,455
0.023739,456
0.022088,457
0.012475,458
0.020090,459
0.025896,460
0.023477,461
0.020541,462
0.014099,463
0.040020,464
0.035433,465
0.016056,466
0.027541,467
0.028813,468
0.019355,469
0.013706,470
0.035079,471
0.041812,472
0.023398,473
0.013993,474
0.028330,475
0.032663,476
0.037355,477
0.030183,478
0.003043,479
0.047317,480
0.043412,481
0.022277,482
0.008521,483
0.012588,484
0.029064,485
0.030211,486
0.063317,487
0.039899,488
0.026654,489
0.005506,490
0.003951,491
0.039366,492
0.034855,493
0.031770,494
0.016726,495
0.036837,496
0.024206,497
0.032746,498
0.042415,499
0.023058,500
0.010891,501
0.057558,502
0.044522,503
0.009985,504
0.011477,505
0.024925,506
0.019970,507
0.059542,508
0.020217,509
0.011477,510
0.011850,511
0.033219,512
0.028658,513
0.020582,514
0.032598,515
0.027613,516
0.016088,517
0.024366,518
0.014602,519
0.017465,520
0.033266,521
0.042427,522
0.038095,523
0.012955,524
0.028042,525
0.007039,526
0.022144,527
0.040726,528
0.013609,529
0.036945,530
0.023512,531
0.014588,532
0.034345,533
0.035500,534
0.022886,535
0.026342,536
0.022874,537
0.019374,538
0.007534,539
0.040683,540
0.017353,541
0.016517,542
0.023081,543
0.016097,544
0.026987,545
0.030830,546
0.034639,547
0.020927,548
0.028928,549
0.014793,550
0.016178,551
0.029544,552
0.026183,553
0.028856,554
0.031140,555
0.022500,556
0.020531,557
0.019608,558
0.050671,559
0.052526,560
0.040796,561
0.028586,562
0.019831,563
0.021479,564
0.007504,565
0.008586,566
0.032852,567
0.051026,568
0.027027,569
0.016790,570
0.044162,571
0.029806,572
0.021116,573
0.038500,574
0.014624,575
0.005454,576
0.031156,577
0.025819,578
0.005033,579
0.028614,580
0.020645,581
0.023069,582
0.030181,583
0.025050,584
0.045703,585
0.021967,586
0.012897,587
0.021244,588
0.008964,589
0.049875,590
0.040980,591
0.010479,592
0.033500,593
0.009023,594
0.018793,595
0.013588,596
0.013000,597
0.021011,598
0.013561,599
0.007466,600
0.014940,601
0.034017,602
0.004012,603
0.013138,604
0.041232,605
0.025551,606
0.020990,607
0.033584,608
0.029382,609
0.027610,610
0.010902,611
0.018145,612
0.013013,613
0.027336,614
0.039315,615
0.017902,616
0.016591,617
0.024451,618
0.026052,619
0.025355,620
0.040627,621
0.029910,622
0.020182,623
0.020020,624
0.036309,625
0.045971,626
0.033099,627
0.020541,628
0.036928,629
0.025484,630
0.029777,631
0.020429,632
0.027764,633
0.018362,634
0.012942,635
0.012450,636
0.021042,637
0.012201,638
0.028212,639
0.033741,640
0.058794,641
0.007096,642
0.016765,643
0.045432,644
0.018054,645
0.024574,646
0.008449,647
0.006458,648
0.011558,649
0.014859,650
0.009615,651
0.025784,652
0.019695,653
0.036982,654
0.019777,655
0.028093,656
0.018630,657
0.003460,658
0.066969,659
0.018417,660
0.022602,661
0.011494,662
0.028686,663
0.023904,664
0.019076,665
0.035394,666
0.018417,667
0.007004,668
0.041498,669
0.011946,670
0.010934,671
0.036336,672
0.048622,673
0.023833,674
0.018849,675
0.028079,676
0.000000,677
0.034378,678
0.026238,679
0.015469,680
0.014573,681
0.028701,682
0.027314,683
0.047198,684
0.018565,685
0.036702,686
0.005473,687
0.019940,688
0.010060,689
0.026839,690
0.039427,691
0.049316,692
0.016517,693
0.050124,694
0.000000,695
0.031281,696
0.016550,697
0.021783,698
0.030497,699
0.017659,700
0.006927,701
0.012531,702
0.008487,703
0.018118,704
0.016113,705
0.021479,706
0.031281,707
0.020398,708
0.004555,709
0.024366,710
0.016949,711
0.035229,712
0.053023,713
0.050505,714
0.024598,715
0.040561,716
0.034108,717
0.037506,718
0.046766,719
0.012827,720
0.032096,721
0.017465,722
0.006569,723
0.005484,724
0.012060,725
0.041041,726
0.024814,727
0.016451,728
0.023406,729
0.013493,730
0.004555,731
0.026593,732
0.062500,733
0.046115,734
0.020090,735
0.021319,736
0.019647,737
0.040181,738
0.038443,739
0.021836,740
0.030334,741
0.031450,742
0.014955,743
0.025823,744
0.061164,745
0.035141,746
0.030815,747
0.022222,748
0.029382,749
0.025398,750
0.010644,751
0.025832,752
0.046169,753
0.017751,754
0.024586,755
0.016807,756
0.024635,757
0.023892,758
0.015083,759
0.019851,760
0.002479,761
0.007704,762
0.029165,763
0.023337,764
0.024525,765
0.021223,766
0.029895,767
0.036336,768
0.015562,769
0.033567,770
0.046029,771
0.014230,772
0.009082,773
0.013786,774
0.029828,775
0.031563,776
0.020111,777
0.034192,778
0.036753,779
0.021130,780
0.061408,781
0.016650,782
0.021750,783
0.014406,784
0.016650,785
0.018877,786
0.011976,787
0.042169,788
0.037898,789
0.022727,790
0.025551,791
0.027916,792
0.038403,793
0.013547,794
0.043241,795
0.055362,796
0.038903,797
0.023606,798
0.023976,799
0.047928,800
0.015779,801
0.030896,802
0.012770,803
0.018801,804
0.025386,805
0.009392,806
0.004990,807
0.038579,808
0.030958,809
0.009082,810
0.005013,811
0.021630,812
0.024426,813
0.008032,814
0.013198,815
0.031920,816
0.009439,817
0.056716,818
0.021212,819
0.032951,820
0.034604,821
0.033500,822
0.044634,823
0.010391,824
0.023127,825
0.005005,826
0.016426,827
0.027486,828
0.013460,829
0.004527,830
0.018299,831
0.008534,832
0.001496,833
0.012425,834
0.032670,835
0.038133,836
0.034861,837
0.016377,838
0.011564,839
0.018390,840
0.020398,841
0.041327,842
0.051639,843
0.034774,844
0.050710,845
0.030079,846
0.006507,847
0.036199,848
0.046977,849
0.015400,850
0.039679,851
0.006477,852
0.014536,853
0.034913,854
0.014815,855
0.006629,856
0.029353,857
0.020347,858
0.041033,859
0.007000,860
0.051066,861
0.029678,862
0.048563,863
0.009041,864
0.017893,865
0.023035,866
0.029175,867
0.027273,868
0.020207,869
0.012054,870
0.029015,871
0.023395,872
0.034119,873
0.020368,874
0.011061,875
0.029723,876
0.063672,877
0.013944,878
0.008595,879
0.023642,880
0.041854,881
0.022111,882
0.021340,883
0.027861,884
0.021761,885
0.014993,886
0.026786,887
0.038968,888
0.037055,889
0.004550,890
0.027445,891
0.026562,892
0.020305,893
0.026170,894
0.025235,895
0.036336,896
0.034500,897
0.027500,898
0.019647,899
0.027982,900
0.021169,901
0.039434,902
0.025260,903
0.040776,904
0.015091,905
0.020060,906
0.006442,907
0.025810,908
0.026812,909
0.023988,910
0.033907,911
0.023715,912
0.026302,913
0.017361,914
0.025513,915
0.033300,916
0.009514,917
0.030785,918
0.026948,919
0.016434,920
0.019697,921
