ploss,batch
0.049376,1
0.043912,2
0.055445,3
0.036871,4
0.031674,5
0.030938,6
0.040302,7
0.051819,8
0.060440,9
0.036318,10
0.055276,11
0.051460,12
0.029204,13
0.048387,14
0.036855,15
0.054518,16
0.031563,17
0.037538,18
0.039540,19
0.048768,20
0.057143,21
0.040622,22
0.059241,23
0.070359,24
0.068741,25
0.076962,26
0.039742,27
0.058648,28
0.054283,29
0.055948,30
0.025025,31
0.051974,32
0.032738,33
0.078164,34
0.057749,35
0.027610,36
0.041165,37
0.023512,38
0.065458,39
0.043886,40
0.041814,41
0.061585,42
0.043631,43
0.046246,44
0.072391,45
0.053287,46
0.062500,47
0.062685,48
0.076807,49
0.046859,50
0.054536,51
0.066304,52
0.052950,53
0.058795,54
0.035732,55
0.038462,56
0.045135,57
0.043000,58
0.037670,59
0.086000,60
0.039663,61
0.038928,62
0.051613,63
0.056812,64
0.041934,65
0.069543,66
0.044081,67
0.067737,68
0.042770,69
0.086011,70
0.059406,71
0.065053,72
0.027404,73
0.043847,74
0.081301,75
0.080773,76
0.045184,77
0.024673,78
0.051346,79
0.024402,80
0.043434,81
0.051648,82
0.029708,83
0.029412,84
0.033534,85
0.037594,86
0.055777,87
0.034726,88
0.085372,89
0.053260,90
0.038693,91
0.072964,92
0.043651,93
0.059910,94
0.030030,95
0.062218,96
0.038423,97
0.049924,98
0.044279,99
0.034328,100
0.059990,101
0.045409,102
0.061871,103
0.022624,104
0.048163,105
0.012097,106
0.057072,107
0.029219,108
0.045409,109
0.040959,110
0.053715,111
0.044279,112
0.042373,113
0.035482,114
0.042671,115
0.071572,116
0.042607,117
0.049649,118
0.033814,119
0.088370,120
0.043988,121
0.040602,122
0.010050,123
0.062187,124
0.040278,125
0.039020,126
0.051655,127
0.063830,128
0.033846,129
0.030557,130
0.076114,131
0.044444,132
0.043129,133
0.063500,134
0.031456,135
0.053518,136
0.051974,137
0.056613,138
0.027597,139
0.055666,140
0.036908,141
0.045775,142
0.058036,143
0.035123,144
0.050051,145
0.045027,146
0.049107,147
0.023547,148
0.052472,149
0.043994,150
0.066062,151
0.053454,152
0.040877,153
0.037981,154
0.025310,155
0.017553,156
0.034243,157
0.038635,158
0.033367,159
0.035660,160
0.033584,161
0.047715,162
0.032178,163
0.046115,164
0.027177,165
0.025202,166
0.074426,167
0.037830,168
0.061576,169
0.058110,170
0.030886,171
0.050146,172
0.052471,173
0.035341,174
0.050025,175
0.036889,176
0.051282,177
0.030815,178
0.028658,179
0.084200,180
0.076923,181
0.068000,182
0.061430,183
0.068024,184
0.029160,185
0.067034,186
0.048000,187
0.040238,188
0.051282,189
0.058824,190
0.041459,191
0.030800,192
0.022133,193
0.050525,194
0.043587,195
0.037019,196
0.057357,197
0.056766,198
0.057664,199
0.043125,200
0.056373,201
0.046993,202
0.064371,203
0.044389,204
0.026210,205
0.068102,206
0.035750,207
0.057806,208
0.032746,209
0.032500,210
0.040868,211
0.069390,212
0.044978,213
0.043611,214
0.060131,215
0.058563,216
0.034586,217
0.030000,218
0.042121,219
0.043478,220
0.028756,221
0.040857,222
0.050076,223
0.065402,224
0.044554,225
0.054835,226
0.029165,227
0.062563,228
0.054684,229
0.035589,230
0.051041,231
0.107554,232
0.046023,233
0.063524,234
0.038210,235
0.041913,236
0.042929,237
0.057402,238
0.022727,239
0.056766,240
0.035341,241
0.034518,242
0.047174,243
0.050324,244
0.057518,245
0.066995,246
