ploss,batch
0.035194,803
0.054381,804
0.061685,805
0.023477,806
0.027972,807
0.054190,808
0.036336,809
0.068791,810
0.051346,811
0.046046,812
0.046914,813
0.049667,814
0.038386,815
0.031000,816
0.074627,817
0.055138,818
0.074823,819
0.068273,820
0.029513,821
0.036683,822
0.050847,823
0.041751,824
0.064694,825
0.063492,826
0.038519,827
0.059970,828
0.028788,829
0.068594,830
0.036437,831
0.032112,832
0.044612,833
0.066202,834
0.027369,835
0.048927,836
0.050445,837
0.046500,838
0.028443,839
0.058151,840
0.051811,841
0.035376,842
0.059829,843
0.057086,844
0.032918,845
0.061876,846
0.039520,847
0.075956,848
0.034878,849
0.052265,850
0.033284,851
0.055948,852
0.075841,853
0.042247,854
0.064662,855
0.044012,856
0.033122,857
0.056943,858
0.049649,859
0.035518,860
0.060682,861
0.053545,862
0.041582,863
0.060787,864
0.045913,865
0.049058,866
0.045862,867
0.039801,868
0.039246,869
0.037727,870
0.048304,871
0.094199,872
0.059140,873
0.080222,874
0.042543,875
0.067303,876
0.057586,877
0.026460,878
0.077191,879
0.053080,880
0.067534,881
0.042100,882
0.065598,883
0.050556,884
0.050847,885
0.043653,886
0.036246,887
0.076006,888
0.052711,889
0.052152,890
0.055996,891
0.043588,892
0.057749,893
0.072601,894
0.025680,895
0.039421,896
0.026303,897
0.060393,898
0.038481,899
0.066332,900
0.052078,901
0.037463,902
0.058209,903
0.032984,904
0.046069,905
0.018972,906
0.030969,907
0.021329,908
0.041351,909
0.032549,910
0.036813,911
0.055418,912
0.067494,913
0.052130,914
0.044881,915
0.056028,916
0.041185,917
0.037481,918
0.094716,919
0.042331,920
0.041646,921
0.033333,922
0.031699,923
0.064810,924
0.019000,925
0.033234,926
0.047692,927
0.067608,928
0.059775,929
0.035105,930
0.055968,931
0.065130,932
0.057673,933
0.035696,934
0.051716,935
0.034621,936
0.038462,937
0.032549,938
0.026500,939
0.031793,940
0.023139,941
0.053004,942
0.035943,943
0.054260,944
0.060804,945
0.062685,946
0.038961,947
0.026527,948
0.024611,949
0.031621,950
0.034866,951
0.058940,952
0.077929,953
0.070387,954
0.057905,955
0.034673,956
0.038049,957
0.044207,958
0.042574,959
0.045706,960
0.055611,961
0.033383,962
0.038081,963
0.056812,964
0.045068,965
0.036683,966
0.064644,967
0.040561,968
0.068794,969
0.030839,970
0.048902,971
0.051460,972
0.066500,973
0.036869,974
0.039167,975
0.035536,976
0.029768,977
0.057172,978
0.100651,979
0.064644,980
0.054582,981
0.042607,982
0.039761,983
0.050099,984
0.098492,985
0.060682,986
0.039619,987
0.048211,988
0.028274,989
0.057258,990
0.065566,991
0.033855,992
0.049188,993
0.039614,994
0.041062,995
0.033697,996
0.054271,997
0.067231,998
0.024114,999
0.039166,1000
0.049345,1001
0.033367,1002
0.055749,1003
0.051244,1004
0.027834,1005
0.086043,1006
0.098500,1007
0.045090,1008
0.061747,1009
0.056830,1010
0.073025,1011
0.043759,1012
0.040278,1013
0.029910,1014
0.054884,1015
0.048193,1016
0.075758,1017
0.067554,1018
0.043912,1019
0.040683,1020
0.052632,1021
0.021891,1022
0.036962,1023
0.035785,1024
0.038308,1025
0.052870,1026
0.043929,1027
0.042317,1028
0.042021,1029
0.068283,1030
0.035443,1031
0.036103,1032
0.041604,1033
0.025536,1034
0.057835,1035
0.046292,1036
0.053518,1037
0.039086,1038
0.043694,1039
0.032209,1040
0.059724,1041
0.049771,1042
0.018546,1043
0.054734,1044
0.022066,1045
0.061224,1046
0.044972,1047
0.049574,1048
0.035571,1049
0.038806,1050
0.036300,1051
0.055221,1052
0.051320,1053
0.049345,1054
0.068486,1055
0.018509,1056
0.032242,1057
0.067662,1058
0.038326,1059
0.045635,1060
0.044865,1061
0.037205,1062
0.036926,1063
0.029426,1064
0.066057,1065
0.042490,1066
0.044955,1067
0.051102,1068
0.050327,1069
0.042373,1070
0.033680,1071
0.038095,1072
0.056830,1073
0.060040,1074
0.070394,1075
0.039264,1076
0.034017,1077
0.031738,1078
0.052605,1079
0.059089,1080
0.033848,1081
0.038767,1082
0.045593,1083
0.065868,1084
0.028759,1085
0.046177,1086
0.029015,1087
0.024427,1088
0.056203,1089
0.053816,1090
0.029190,1091
0.056423,1092
0.063968,1093
0.027750,1094
0.071573,1095
0.034937,1096
0.038462,1097
0.033218,1098
0.038481,1099
0.041289,1100
0.046361,1101
0.034125,1102
0.059859,1103
0.068113,1104
0.052421,1105
0.057847,1106
0.042310,1107
0.079840,1108
0.032549,1109
0.020613,1110
0.047619,1111
0.053473,1112
0.055389,1113
0.031595,1114
0.047737,1115
0.040201,1116
0.034034,1117
0.025706,1118
0.054041,1119
0.060423,1120
0.043716,1121
0.029131,1122
0.064484,1123
0.050595,1124
0.054040,1125
0.046535,1126
0.062344,1127
0.040554,1128
0.045063,1129
0.045683,1130
0.049092,1131
0.030769,1132
0.050249,1133
0.051128,1134
0.044732,1135
0.029015,1136
0.045794,1137
0.075312,1138
0.050633,1139
0.029323,1140
0.046523,1141
0.075689,1142
0.034085,1143
0.062096,1144
0.073441,1145
0.045614,1146
0.057143,1147
0.032242,1148
0.064052,1149
0.044501,1150
0.042815,1151
0.054967,1152
0.052605,1153
0.022727,1154
0.075453,1155
0.052317,1156
0.057258,1157
0.036032,1158
0.042843,1159
0.090681,1160
0.067932,1161
0.059619,1162
0.038690,1163
0.031250,1164
0.054429,1165
0.030907,1166
0.053742,1167
0.032064,1168
0.067472,1169
0.077116,1170
0.039801,1171
0.056004,1172
0.022355,1173
0.051244,1174
0.017695,1175
0.066898,1176
0.049900,1177
0.058617,1178
0.024206,1179
0.040000,1180
0.051167,1181
0.036834,1182
0.053327,1183
0.043043,1184
0.061103,1185
0.037186,1186
0.049652,1187
0.019598,1188
0.036327,1189
0.050671,1190
0.057760,1191
0.052317,1192
0.049377,1193
0.053850,1194
0.041171,1195
0.053374,1196
0.020751,1197
0.043631,1198
0.037860,1199
0.047619,1200
0.040816,1201
0.043060,1202
0.021393,1203
0.045184,1204
0.044814,1205
0.055251,1206
0.055753,1207
0.050470,1208
0.050201,1209
0.040898,1210
0.052658,1211
0.048387,1212
0.030485,1213
0.062783,1214
0.041667,1215
0.035421,1216
0.059169,1217
0.035482,1218
0.030318,1219
0.051360,1220
0.031297,1221
0.019617,1222
0.077198,1223
0.030034,1224
0.075873,1225
0.055583,1226
0.037519,1227
0.057471,1228
0.036725,1229
0.049874,1230
0.057798,1231
0.052391,1232
0.058766,1233
0.027259,1234
0.058676,1235
0.039702,1236
0.048635,1237
0.052711,1238
0.064612,1239
0.035088,1240
0.041773,1241
0.035010,1242
0.049229,1243
0.044118,1244
0.042984,1245
0.042175,1246
0.071535,1247
0.049674,1248
0.037481,1249
0.041612,1250
