grt,batch
767.880818,1
663.514963,2
669.416215,3
673.449746,4
647.829852,5
666.012501,6
673.767516,7
679.605467,8
665.331589,9
696.266141,10
660.370544,11
640.181904,12
692.473513,13
651.754763,14
670.958109,15
654.951555,16
677.654106,17
673.846649,18
642.170276,19
686.309933,20
696.078937,21
655.230238,22
705.576536,23
691.829258,24
674.503635,25
675.665699,26
674.544950,27
669.482342,28
677.631681,29
693.208984,30
675.577242,31
651.505318,32
698.718317,33
644.989584,34
668.475496,35
722.068743,36
641.706966,37
694.161996,38
656.354011,39
668.510491,40
661.318291,41
650.780656,42
674.731106,43
684.126540,44
690.219512,45
641.679923,46
686.434322,47
686.303000,48
672.805216,49
665.927687,50
692.990536,51
665.135286,52
676.121436,53
677.781613,54
676.455883,55
649.724956,56
656.749922,57
691.522535,58
667.257206,59
672.026438,60
636.836795,61
683.076268,62
676.649843,63
687.210072,64
697.032769,65
691.968324,66
672.198763,67
681.991544,68
693.551223,69
678.676136,70
662.431496,71
681.109486,72
641.454431,73
662.817259,74
703.651491,75
667.213176,76
674.935527,77
670.567676,78
684.617615,79
670.353432,80
678.696634,81
699.244770,82
667.350798,83
689.883565,84
669.895354,85
672.751851,86
724.865448,87
672.449189,88
675.112666,89
662.501651,90
666.472433,91
679.994570,92
688.066758,93
653.933073,94
679.382997,95
684.322963,96
657.408062,97
703.467126,98
667.909322,99
683.282046,100
662.541576,101
667.778107,102
684.064709,103
668.401143,104
680.035889,105
677.181580,106
661.385218,107
663.853043,108
682.594751,109
690.088281,110
679.585580,111
677.713173,112
669.498059,113
670.843152,114
662.766880,115
684.927069,116
667.953843,117
684.082479,118
688.728245,119
677.989700,120
663.794032,121
692.233164,122
665.515162,123
672.390208,124
644.621920,125
692.028601,126
675.095601,127
665.387651,128
669.537757,129
676.942434,130
668.871908,131
643.327798,132
678.321315,133
670.670720,134
673.750660,135
649.369510,136
652.277416,137
692.643857,138
657.251931,139
666.968561,140
663.743653,141
666.067310,142
668.058866,143
683.857780,144
661.238496,145
657.325151,146
640.538101,147
678.411333,148
690.860746,149
690.646762,150
674.128535,151
683.612137,152
689.770397,153
692.037367,154
704.610818,155
654.791184,156
676.069017,157
664.591297,158
661.758695,159
704.182183,160
699.710443,161
658.148493,162
667.568713,163
685.607049,164
712.085629,165
689.061762,166
677.494476,167
665.919232,168
675.874935,169
642.196771,170
701.432306,171
674.094622,172
693.803403,173
665.274339,174
698.453022,175
674.270120,176
683.377039,177
671.548986,178
651.181669,179
671.666605,180
707.742744,181
665.803606,182
662.028576,183
653.972208,184
686.652225,185
651.342968,186
662.527965,187
667.652731,188
680.056929,189
695.832996,190
693.006253,191
644.707011,192
684.084373,193
681.748757,194
644.334825,195
694.338358,196
667.245829,197
676.184622,198
649.399171,199
660.502476,200
661.069385,201
692.339110,202
690.401727,203
646.865019,204
668.970811,205
671.191006,206
668.265943,207
690.539751,208
659.230063,209
669.403731,210
665.697167,211
661.745515,212
664.136088,213
676.678983,214
678.609280,215
684.391647,216
658.525890,217
663.782064,218
684.086353,219
676.538604,220
684.402427,221
660.463413,222
663.932394,223
707.018277,224
673.550872,225
682.306749,226
690.369316,227
681.445686,228
647.940465,229
677.471991,230
680.263443,231
671.181724,232
696.413219,233
664.441074,234
692.179245,235
686.880872,236
671.294865,237
664.943688,238
695.495742,239
690.946843,240
664.250804,241
708.871424,242
677.440487,243
688.185019,244
687.068230,245
678.951587,246
663.124948,247
678.405247,248
673.098912,249
713.205152,250
682.930412,251
640.424112,252
665.159758,253
676.617930,254
660.338385,255
685.602626,256
678.949815,257
662.051282,258
652.203590,259
662.451384,260
693.840353,261
685.727910,262
663.902155,263
702.353590,264
638.293745,265
686.470069,266
684.972795,267
703.880109,268
671.696192,269
682.189599,270
657.384038,271
674.825859,272
681.126391,273
682.571930,274
679.680972,275
678.501572,276
667.337441,277
666.388515,278
672.005593,279
668.628315,280
693.447265,281
662.741093,282
658.647099,283
672.795658,284
680.816564,285
684.138224,286
658.723288,287
668.465640,288
676.513261,289
682.561387,290
645.302141,291
659.680236,292
674.409279,293
698.923678,294
654.213994,295
714.230492,296
674.133414,297
682.136882,298
701.109750,299
673.891103,300
682.124433,301
696.487316,302
675.912136,303
674.480450,304
677.370596,305
685.328670,306
684.013974,307
662.091477,308
675.314465,309
670.146661,310
671.272759,311
674.610951,312
673.140766,313
690.266606,314
668.952908,315
