ploss,batch
0.117039,1
0.061417,2
0.108203,3
0.153350,4
0.102051,5
0.111550,6
0.120996,7
0.102488,8
0.115942,9
0.099900,10
0.078007,11
0.098961,12
0.121288,13
0.100450,14
0.131303,15
0.118349,16
0.114983,17
0.095117,18
0.097815,19
0.119522,20
0.034913,21
0.093467,22
0.140290,23
0.112173,24
0.089776,25
0.121197,26
0.152000,27
0.071036,28
0.121622,29
0.116080,30
0.116349,31
0.107935,32
0.100806,33
0.121574,34
0.108609,35
0.083083,36
0.110393,37
0.073037,38
0.097229,39
0.116558,40
0.078646,41
0.129194,42
0.112056,43
0.103568,44
0.098896,45
0.077539,46
0.130893,47
0.068091,48
0.093117,49
0.086957,50
0.103414,51
0.091873,52
0.102358,53
0.099259,54
0.085384,55
0.079517,56
0.109181,57
0.112839,58
0.120536,59
0.112911,60
0.088557,61
0.142071,62
0.103671,63
0.124121,64
0.143939,65
0.125251,66
0.106863,67
0.111391,68
0.091137,69
0.115578,70
0.137041,71
0.131107,72
0.084295,73
0.110666,74
0.059709,75
0.071782,76
0.115832,77
0.106627,78
0.100000,79
0.125434,80
0.074203,81
0.118114,82
0.121335,83
0.053465,84
0.128629,85
0.139083,86
0.117440,87
0.128308,88
0.119781,89
0.089034,90
0.064484,91
0.109768,92
0.104762,93
0.114458,94
0.116675,95
0.134809,96
0.112975,97
0.087807,98
0.106893,99
0.089871,100
0.127564,101
0.127024,102
0.093642,103
0.097257,104
0.086978,105
0.098500,106
0.097222,107
0.080303,108
0.119781,109
0.092046,110
0.114040,111
0.119701,112
0.079483,113
0.095143,114
0.100400,115
0.134041,116
0.121555,117
0.094500,118
0.136113,119
0.119215,120
0.112992,121
0.107426,122
0.104839,123
0.097695,124
0.128231,125
0.062906,126
0.105581,127
0.135217,128
0.091268,129
0.139780,130
0.123488,131
0.105553,132
0.108095,133
0.120380,134
0.089455,135
0.126633,136
0.110611,137
0.131434,138
0.094880,139
0.126194,140
0.107639,141
0.084211,142
0.141589,143
0.088057,144
0.106521,145
0.081437,146
0.107393,147
0.055391,148
0.105817,149
0.071823,150
0.105132,151
0.085757,152
0.090591,153
