ploss,batch
0.042634,1
0.046162,2
0.050830,3
0.047478,4
0.036813,5
0.036889,6
0.022523,7
0.051295,8
0.057229,9
0.022044,10
0.062066,11
0.066967,12
0.048436,13
0.066700,14
0.028586,15
0.069001,16
0.080803,17
0.024598,18
0.067574,19
0.064612,20
0.052291,21
0.039144,22
0.079922,23
0.031904,24
0.043586,25
0.012494,26
0.029426,27
0.070819,28
0.057558,29
0.039303,30
0.067932,31
0.027273,32
0.051629,33
0.060844,34
0.035840,35
0.039334,36
0.069732,37
0.111868,38
0.041603,39
0.051974,40
0.051968,41
0.045477,42
0.068329,43
0.057897,44
0.043649,45
0.019647,46
0.038404,47
0.023797,48
0.053974,49
0.022011,50
0.074874,51
0.056972,52
0.033099,53
0.035786,54
0.058383,55
0.047854,56
0.059589,57
0.078243,58
0.058882,59
0.070167,60
0.049579,61
0.051526,62
0.045117,63
0.049039,64
0.015500,65
0.068608,66
0.031706,67
0.029382,68
0.070184,69
0.027919,70
0.040419,71
0.067478,72
0.087885,73
0.038955,74
0.081560,75
0.050277,76
0.045926,77
0.068554,78
0.025667,79
0.065509,80
0.038345,81
0.043741,82
0.051346,83
0.056959,84
0.033747,85
0.017034,86
0.047595,87
0.069000,88
0.045455,89
0.083460,90
0.039414,91
0.058445,92
0.045139,93
0.040520,94
0.077309,95
0.027958,96
0.044933,97
0.043847,98
0.040404,99
0.036871,100
0.035018,101
0.067101,102
0.049383,103
0.036530,104
0.033932,105
0.044081,106
0.042105,107
0.034569,108
0.055083,109
0.067298,110
0.030638,111
0.032729,112
0.064773,113
0.066533,114
0.063000,115
0.043129,116
0.076579,117
0.046930,118
0.048706,119
0.040646,120
0.039579,121
0.033949,122
0.021169,123
0.033033,124
0.087195,125
0.045848,126
0.054107,127
0.073641,128
0.059084,129
0.023547,130
0.035376,131
0.076770,132
0.021212,133
0.048163,134
0.038057,135
0.035176,136
0.048115,137
0.070823,138
0.071968,139
0.052526,140
0.044933,141
0.051128,142
0.039176,143
0.051383,144
0.050576,145
0.030288,146
0.036199,147
0.049520,148
0.038557,149
0.043587,150
0.033730,151
0.044365,152
0.070687,153
0.059919,154
0.073062,155
0.043500,156
0.039354,157
0.043198,158
0.046328,159
0.057373,160
0.037393,161
0.048403,162
0.047976,163
0.073926,164
0.038635,165
0.043821,166
0.042770,167
0.060229,168
0.053554,169
0.046930,170
0.029821,171
0.048314,172
0.064922,173
0.033973,174
0.027905,175
0.033848,176
0.065533,177
0.038019,178
0.063279,179
0.039225,180
0.035895,181
0.032032,182
0.030153,183
0.020449,184
0.035465,185
0.056089,186
0.022989,187
0.064115,188
0.070565,189
0.058677,190
0.043103,191
0.039663,192
0.054664,193
0.048276,194
0.063126,195
0.049520,196
0.045319,197
0.049525,198
0.041958,199
0.066365,200
0.052843,201
0.034861,202
0.028372,203
0.047667,204
0.076503,205
0.085372,206
0.054774,207
0.043125,208
0.076771,209
0.042878,210
0.048363,211
0.035264,212
0.045840,213
0.037556,214
0.029251,215
0.060698,216
0.053865,217
0.053202,218
0.056623,219
0.072277,220
0.048682,221
0.053554,222
0.074531,223
0.047956,224
0.035518,225
0.050769,226
0.049268,227
0.036871,228
0.024988,229
0.074018,230
0.030815,231
0.044567,232
0.047524,233
0.057143,234
0.040221,235
0.050696,236
0.015294,237
0.045086,238
0.070796,239
0.055781,240
0.062563,241
0.036507,242
0.041273,243
0.041877,244
0.049049,245
0.041417,246
0.067433,247
0.054482,248
0.035877,249
0.074430,250
0.058383,251
0.044444,252
0.050721,253
0.037783,254
0.034414,255
0.071677,256
0.048916,257
0.044478,258
0.034209,259
0.042458,260
0.032911,261
0.060379,262
0.051372,263
0.043238,264
0.036652,265
0.061122,266
0.063476,267
0.023833,268
0.046000,269
0.041082,270
0.044132,271
0.036464,272
0.034743,273
0.059230,274
0.023209,275
0.044577,276
