grt,batch
678.986044,1
694.721057,2
681.908662,3
682.200401,4
692.930478,5
663.268228,6
694.369961,7
714.760920,8
665.688040,9
671.486563,10
671.263151,11
652.691859,12
687.373093,13
685.647109,14
697.880815,15
695.483680,16
663.882778,17
664.569220,18
680.341077,19
704.805769,20
717.570178,21
693.294684,22
709.977169,23
702.609729,24
705.314083,25
658.781629,26
672.668381,27
721.370338,28
674.416874,29
711.194840,30
668.330142,31
673.121965,32
679.815477,33
696.034954,34
667.814014,35
687.364147,36
656.964686,37
673.705150,38
682.747653,39
688.586488,40
675.466964,41
688.269448,42
688.492711,43
709.987390,44
711.423638,45
685.081469,46
703.096194,47
704.278804,48
701.554980,49
676.219242,50
690.375279,51
703.818178,52
690.183054,53
700.990559,54
681.515032,55
717.887249,56
696.189183,57
692.801857,58
676.183989,59
660.988668,60
705.251094,61
688.811286,62
686.495305,63
683.605591,64
691.318140,65
699.904337,66
684.816874,67
683.785139,68
660.913466,69
654.412519,70
693.993219,71
667.203779,72
673.835602,73
696.230211,74
672.260747,75
681.574598,76
664.458086,77
680.941892,78
681.600314,79
659.579072,80
673.421808,81
697.683163,82
684.993572,83
691.597535,84
693.992580,85
683.594525,86
679.154889,87
692.318445,88
710.716765,89
722.413641,90
709.565943,91
692.183067,92
691.302527,93
673.739029,94
689.322311,95
692.248513,96
646.897924,97
687.470172,98
668.244637,99
692.455859,100
680.268518,101
681.296996,102
691.459020,103
678.291995,104
673.559443,105
709.762347,106
697.428545,107
690.048447,108
730.302749,109
701.838613,110
679.809038,111
701.291498,112
711.050229,113
687.236708,114
690.293250,115
658.605443,116
678.455348,117
652.197074,118
760.190087,119
709.424655,120
682.170527,121
677.611423,122
688.332723,123
680.747348,124
667.721821,125
670.674837,126
679.780378,127
690.072890,128
688.544584,129
679.463573,130
678.663742,131
670.203355,132
686.215970,133
717.482162,134
701.614995,135
682.562606,136
731.543414,137
711.929747,138
678.625089,139
707.056518,140
684.877538,141
668.922693,142
697.299688,143
695.941925,144
683.877033,145
698.075535,146
701.597984,147
676.474756,148
690.253287,149
692.253163,150
709.960676,151
700.203073,152
698.761869,153
690.487303,154
681.999955,155
682.698100,156
676.409385,157
691.778982,158
645.347615,159
698.159774,160
674.482472,161
677.950643,162
683.469744,163
671.416509,164
705.476412,165
696.710015,166
755.585323,167
697.116087,168
662.968279,169
681.840777,170
652.985982,171
694.063042,172
667.849680,173
677.759576,174
696.175344,175
667.285867,176
720.030988,177
721.661353,178
713.529544,179
680.765385,180
668.579888,181
657.817400,182
677.514645,183
686.685589,184
685.577556,185
660.638824,186
697.376641,187
673.985189,188
674.521640,189
706.440091,190
692.607162,191
670.887118,192
697.738532,193
676.195204,194
668.779592,195
695.774462,196
692.388425,197
692.648855,198
679.559471,199
701.175208,200
680.376191,201
699.309045,202
678.260438,203
675.683453,204
692.896652,205
666.055588,206
652.995859,207
696.934031,208
707.601518,209
685.129701,210
672.486312,211
675.577706,212
696.178197,213
669.683793,214
671.324013,215
687.701653,216
693.293633,217
678.894042,218
662.720475,219
681.416743,220
706.017127,221
717.272127,222
681.525565,223
724.424947,224
671.839140,225
671.921731,226
671.680519,227
722.484252,228
695.845062,229
690.505193,230
682.503716,231
688.097430,232
735.129243,233
704.386726,234
663.623795,235
671.192237,236
686.683506,237
680.728564,238
707.474316,239
697.569948,240
699.934771,241
669.565404,242
669.708969,243
688.104565,244
708.778393,245
653.895519,246
705.498791,247
664.113061,248
673.445893,249
680.029539,250
730.683770,251
674.392823,252
684.964864,253
665.374679,254
701.163224,255
703.805161,256
709.880912,257
686.029306,258
680.278532,259
682.757696,260
683.940313,261
663.782235,262
654.463341,263
690.290972,264
672.021665,265
706.665593,266
672.072820,267
703.334629,268
719.981184,269
674.076059,270
682.608532,271
683.709042,272
684.642001,273
664.329332,274
710.567455,275
674.796286,276
674.537727,277
684.893020,278
701.283787,279
691.009208,280
704.667288,281
674.985691,282
701.155294,283
644.079411,284
686.850894,285
701.498877,286
683.110329,287
695.606070,288
683.962768,289
664.392413,290
665.393737,291
696.021763,292
686.721768,293
696.913390,294
681.924286,295
677.089078,296
686.234514,297
702.287184,298
699.663599,299
678.708929,300
689.855645,301
685.009451,302
691.698856,303
686.183623,304
708.728490,305
681.550524,306
683.821035,307
679.838776,308
662.868299,309
685.703645,310
667.333811,311
713.072883,312
679.107031,313
688.625051,314
729.579632,315
676.459247,316
665.039297,317
713.907952,318
676.396135,319
678.651605,320
689.391686,321
687.133201,322
695.214325,323
657.133367,324
697.486345,325
639.448795,326
650.300602,327
684.950849,328
683.208902,329
662.850818,330
665.994960,331
694.865271,332
700.643421,333
669.244042,334
703.991655,335
698.284220,336
695.932620,337
674.992074,338
673.593956,339
665.857382,340
733.000137,341
664.057840,342
678.616542,343
683.062144,344
668.045847,345
680.649892,346
710.877739,347
675.595347,348
693.440220,349
687.155140,350
687.618657,351
691.550733,352
677.956351,353
698.838200,354
681.597214,355
683.889651,356
714.154866,357
685.378864,358
695.505562,359
687.189917,360
687.910895,361
724.866508,362
690.469471,363
662.322852,364
662.511365,365
696.449111,366
705.061388,367
704.937092,368
710.381753,369
653.131434,370
707.209406,371
688.712787,372
674.197348,373
676.964177,374
685.169870,375
653.847687,376
685.292646,377
724.875804,378
677.592357,379
683.556151,380
691.597858,381
687.904822,382
677.316328,383
688.392489,384
678.534153,385
674.650657,386
658.877384,387
690.233151,388
686.127088,389
683.407813,390
708.166608,391
687.131873,392
692.721694,393
667.539270,394
699.387586,395
684.118495,396
687.427453,397
660.966140,398
703.499647,399
698.590057,400
675.961854,401
712.280520,402
672.228287,403
695.657779,404
691.005428,405
662.763377,406
691.255207,407
694.130262,408
714.328155,409
709.599381,410
673.381474,411
669.105193,412
661.454799,413
697.552983,414
670.109629,415
701.360158,416
664.745940,417
694.663226,418
658.939668,419
695.901687,420
703.238831,421
687.637662,422
721.033799,423
750.279302,424
716.316217,425
692.291845,426
697.880614,427
689.896488,428
689.338487,429
706.912511,430
685.100332,431
693.480569,432
678.279199,433
690.363205,434
674.159133,435
680.992260,436
719.438833,437
688.200829,438
670.626769,439
703.207561,440
712.550914,441
697.837922,442
680.735210,443
671.066315,444
652.396317,445
679.316340,446
689.888659,447
697.550659,448
683.792816,449
710.774425,450
688.592530,451
683.098177,452
670.721775,453
693.308910,454
672.905786,455
658.144785,456
707.020473,457
685.799801,458
677.561084,459
695.355740,460
683.200313,461
678.198301,462
684.671342,463
680.191290,464
686.635559,465
695.503981,466
663.446797,467
689.813168,468
663.545078,469
693.674806,470
701.501571,471
666.957925,472
658.246995,473
688.981655,474
701.615751,475
727.812433,476
745.347980,477
708.253025,478
714.639781,479
698.997993,480
684.141728,481
700.206686,482
698.880807,483
692.920092,484
711.320704,485
701.486105,486
709.553151,487
707.390340,488
696.681914,489
692.743990,490
686.584883,491
676.948022,492
657.049920,493
659.101166,494
735.498102,495
699.601367,496
688.460694,497
668.412459,498
684.616523,499
750.301348,500
686.809368,501
689.841867,502
680.828069,503
673.667070,504
681.633522,505
678.139200,506
713.999672,507
690.752828,508
691.013006,509
675.530706,510
682.839055,511
668.956949,512
681.185054,513
672.170304,514
689.264664,515
695.379384,516
653.297096,517
691.412159,518
711.457163,519
649.539734,520
712.477015,521
683.727399,522
666.978470,523
682.044467,524
731.522329,525
672.532846,526
720.452154,527
672.044033,528
714.817961,529
682.334482,530
716.791811,531
686.186793,532
690.964334,533
715.112133,534
695.242783,535
682.905588,536
690.517097,537
675.385300,538
695.001656,539
721.988528,540
670.411197,541
719.876785,542
704.326114,543
664.515087,544
691.624693,545
706.565312,546
684.711260,547
678.361122,548
658.382604,549
664.563422,550
719.301988,551
677.078025,552
642.876759,553
698.144875,554
667.232836,555
699.660970,556
690.167097,557
679.940157,558
687.788498,559
687.586047,560
660.749834,561
677.684721,562
679.406922,563
663.579589,564
702.669346,565
690.157465,566
723.069819,567
708.813027,568
692.743600,569
687.866583,570
727.133304,571
692.874126,572
706.898148,573
669.561127,574
671.265473,575
689.744696,576
699.773301,577
682.428414,578
697.247818,579
675.324991,580
680.678985,581
666.540416,582
684.461337,583
678.995311,584
679.693975,585
673.229908,586
701.105719,587
689.087791,588
692.124175,589
691.545466,590
669.628975,591
663.832424,592
696.964150,593
713.446353,594
685.433726,595
677.166473,596
697.142672,597
671.657539,598
695.455011,599
689.437640,600
684.509083,601
678.972778,602
692.345545,603
709.611102,604
695.096134,605
692.535165,606
686.986685,607
664.952767,608
692.234002,609
689.301085,610
689.773635,611
