grt,batch
782.432141,1
705.178020,2
701.498450,3
777.300410,4
691.105421,5
681.197309,6
708.841085,7
699.436740,8
710.695281,9
717.142872,10
680.634493,11
669.111628,12
676.445150,13
707.999366,14
682.280271,15
676.613146,16
676.883795,17
733.800985,18
665.079737,19
712.277602,20
665.318551,21
707.976339,22
675.216413,23
701.099144,24
673.667348,25
703.842785,26
712.811051,27
727.876792,28
707.220889,29
705.524070,30
669.303797,31
677.775500,32
735.436754,33
687.846299,34
701.209612,35
668.298294,36
687.504148,37
654.813844,38
695.954206,39
709.845369,40
672.438664,41
664.081456,42
674.864304,43
679.076143,44
684.514348,45
673.156039,46
682.637219,47
702.642647,48
673.929503,49
677.981027,50
689.816195,51
685.454454,52
728.567708,53
702.177345,54
675.518017,55
671.543117,56
690.133637,57
660.670971,58
695.034811,59
696.164186,60
679.514501,61
685.158171,62
700.551873,63
725.459273,64
679.256500,65
674.253477,66
689.741665,67
657.552369,68
696.860461,69
679.497399,70
713.088446,71
702.181472,72
713.835279,73
675.670652,74
722.377437,75
651.595929,76
720.469686,77
692.198637,78
715.594821,79
654.132965,80
688.271758,81
704.492260,82
752.204960,83
701.943641,84
679.633160,85
717.320234,86
690.262713,87
664.112382,88
698.781367,89
698.693352,90
688.298196,91
665.817977,92
649.824590,93
692.258168,94
718.785454,95
666.241840,96
677.894117,97
687.309465,98
693.916483,99
686.971296,100
674.845571,101
700.313108,102
686.617964,103
673.723969,104
708.480789,105
708.372543,106
704.277391,107
675.573428,108
692.173534,109
650.954894,110
703.114533,111
689.141044,112
680.036394,113
694.717104,114
667.449186,115
678.850772,116
726.726651,117
736.367492,118
672.597305,119
633.524756,120
683.807588,121
699.621673,122
706.604016,123
703.430533,124
701.263431,125
702.339676,126
672.218822,127
701.841647,128
681.343991,129
674.462956,130
717.875566,131
673.108292,132
669.422541,133
701.506245,134
708.139049,135
661.357908,136
676.946567,137
697.413830,138
680.938390,139
682.979575,140
683.032120,141
710.559033,142
669.805370,143
654.206830,144
680.305459,145
678.296575,146
726.381847,147
724.678195,148
682.013437,149
700.514924,150
676.501391,151
682.709104,152
693.366216,153
709.915167,154
691.413640,155
719.862277,156
654.016323,157
730.709111,158
676.384394,159
706.555020,160
685.299998,161
700.594858,162
686.110340,163
679.103457,164
695.403018,165
706.819802,166
667.839256,167
669.113517,168
673.761038,169
694.044962,170
676.679872,171
699.721207,172
677.752826,173
677.645825,174
708.837386,175
676.550309,176
675.759499,177
718.365713,178
699.723281,179
688.152275,180
713.990914,181
700.402149,182
670.434034,183
667.599571,184
703.021828,185
671.120376,186
654.689301,187
661.352664,188
700.350672,189
661.719461,190
680.082078,191
683.872151,192
708.889350,193
661.285859,194
702.523182,195
665.280909,196
677.380339,197
684.612685,198
709.526940,199
648.428696,200
710.027533,201
689.244520,202
688.688320,203
703.002621,204
689.124828,205
739.734748,206
644.081697,207
714.745355,208
663.113678,209
671.716734,210
729.360525,211
695.327780,212
693.632325,213
687.015488,214
664.726253,215
703.266620,216
695.512078,217
651.990222,218
677.855884,219
703.270966,220
683.960447,221
691.787795,222
707.170711,223
703.286013,224
718.768093,225
710.976257,226
694.955527,227
697.519555,228
718.652964,229
690.761768,230
666.774006,231
673.808602,232
682.809780,233
665.172511,234
701.312024,235
694.441004,236
674.882996,237
726.654536,238
694.291636,239
689.771320,240
678.117094,241
695.736659,242
682.569577,243
686.738677,244
660.884807,245
717.916260,246
678.020373,247
688.528294,248
741.494210,249
679.413780,250
712.208251,251
677.322932,252
697.097040,253
685.034246,254
695.283689,255
688.203807,256
668.936199,257
693.499244,258
701.729277,259
728.014456,260
674.279136,261
675.052801,262
679.497298,263
672.803101,264
687.634976,265
699.462233,266
652.424996,267
694.802376,268
683.744708,269
690.477109,270
705.693928,271
684.977271,272
668.240386,273
645.825830,274
669.487615,275
720.358873,276
762.238139,277
734.669995,278
680.839608,279
692.633498,280
700.061709,281
681.131787,282
673.561207,283
653.395921,284
731.399891,285
696.931752,286
688.051242,287
677.960334,288
691.323845,289
683.699346,290
697.458468,291
711.528001,292
681.764217,293
693.332641,294
667.111589,295
697.985916,296
699.962956,297
682.699059,298
709.032792,299
689.709201,300
673.592778,301
697.686478,302
709.819944,303
668.535102,304
681.277852,305
692.862284,306
655.208057,307
700.845200,308
698.269517,309
680.747083,310
711.701198,311
696.170195,312
662.829073,313
658.935276,314
678.148234,315
714.103313,316
693.349627,317
703.837681,318
727.872170,319
695.134344,320
685.632432,321
760.717071,322
655.795458,323
695.220767,324
705.678720,325
715.752391,326
686.421126,327
684.924114,328
681.974851,329
707.908917,330
671.818983,331
691.096732,332
710.568646,333
700.423941,334
772.307173,335
690.678302,336
695.721668,337
706.052874,338
651.227177,339
700.588316,340
671.088108,341
709.788411,342
690.334574,343
688.677966,344
682.483253,345
681.665618,346
674.157021,347
684.145486,348
699.161511,349
698.897547,350
662.015289,351
689.248099,352
667.575710,353
706.998253,354
707.309819,355
723.833693,356
673.529930,357
684.455649,358
719.091133,359
687.368267,360
688.021820,361
725.788810,362
684.492679,363
692.609602,364
662.225067,365
697.185795,366
693.754060,367
705.061419,368
693.023860,369
698.961508,370
671.829514,371
692.273378,372
687.793283,373
692.906151,374
675.015333,375
753.727078,376
700.028114,377
684.757164,378
697.209553,379
663.809315,380
702.829158,381
