ploss,batch
0.099838,1
0.085871,2
0.087456,3
0.128052,4
0.089089,5
0.106234,6
0.102564,7
0.111390,8
0.086826,9
0.097853,10
0.085957,11
0.092184,12
0.055638,13
0.105290,14
0.102041,15
0.117972,16
0.105184,17
0.067231,18
0.122459,19
0.068205,20
0.092000,21
0.158659,22
0.103518,23
0.099398,24
0.092861,25
0.099901,26
0.095643,27
0.120819,28
0.126803,29
0.143144,30
0.106820,31
0.102143,32
0.093594,33
0.113293,34
0.080702,35
0.083996,36
0.077307,37
0.115502,38
0.122530,39
0.090955,40
0.097718,41
0.112056,42
0.089286,43
0.090176,44
0.136089,45
0.129128,46
0.107359,47
0.078557,48
0.053725,49
0.116394,50
0.081571,51
0.115616,52
0.121061,53
0.091226,54
0.065940,55
0.089024,56
0.115442,57
0.137931,58
0.086224,59
0.090817,60
0.081522,61
0.092424,62
0.099550,63
0.103619,64
0.128950,65
0.120782,66
0.091046,67
0.137845,68
0.116418,69
0.121106,70
0.070086,71
0.094072,72
0.106287,73
0.104628,74
0.161161,75
0.110224,76
0.059506,77
0.117529,78
0.122532,79
0.123847,80
0.089814,81
0.109091,82
0.096307,83
0.089960,84
0.083751,85
0.099502,86
0.136731,87
0.085700,88
0.135346,89
0.141052,90
0.132464,91
0.086978,92
0.108054,93
0.087763,94
0.077993,95
0.094953,96
0.080100,97
0.114286,98
0.080041,99
0.104640,100
0.104282,101
0.072573,102
0.117910,103
0.153460,104
0.064597,105
0.092408,106
0.087456,107
0.071785,108
0.123629,109
0.085813,110
0.099748,111
0.120240,112
0.106786,113
0.059118,114
0.129657,115
0.091417,116
0.102590,117
0.117822,118
0.117000,119
0.098435,120
0.090637,121
0.111446,122
0.123069,123
0.150150,124
0.069258,125
0.106053,126
0.127681,127
0.079198,128
0.120221,129
0.146798,130
0.083123,131
0.155311,132
0.159980,133
0.095334,134
0.075087,135
0.112043,136
0.110161,137
0.108203,138
0.105080,139
0.108108,140
0.183450,141
0.102216,142
0.134201,143
0.127446,144
0.102193,145
