grt,replica
651.022419,200.000000
635.109292,200.000000
645.709433,200.000000
633.857689,200.000000
642.852855,200.000000
638.752788,200.000000
642.467531,200.000000
639.541627,200.000000
628.861460,200.000000
669.932756,200.000000
665.495910,200.000000
677.900191,200.000000
660.725816,200.000000
630.057224,200.000000
662.382314,200.000000
643.838582,200.000000
647.877893,200.000000
654.120248,200.000000
642.072969,200.000000
626.849667,200.000000
642.877570,200.000000
662.737053,200.000000
638.959796,200.000000
656.358390,200.000000
665.692607,200.000000
625.155839,200.000000
634.284715,200.000000
657.489514,200.000000
622.834501,200.000000
652.572622,200.000000
640.997044,200.000000
646.697470,200.000000
661.208015,200.000000
674.929939,200.000000
649.853355,200.000000
633.450262,200.000000
649.487543,200.000000
641.765656,200.000000
641.523915,200.000000
676.386670,200.000000
635.172182,200.000000
655.742250,200.000000
641.668112,200.000000
665.157615,200.000000
659.363929,200.000000
649.396937,200.000000
670.377859,200.000000
644.038928,200.000000
644.654716,200.000000
644.976362,200.000000
660.065992,200.000000
640.030828,200.000000
641.636151,200.000000
648.026864,200.000000
662.985835,200.000000
659.605643,200.000000
620.926373,200.000000
656.897759,200.000000
656.312394,200.000000
643.046487,200.000000
622.620179,200.000000
643.889616,200.000000
653.612118,200.000000
632.619055,200.000000
632.266983,200.000000
650.801958,200.000000
674.958480,200.000000
675.896041,200.000000
651.392763,200.000000
650.384351,200.000000
629.611753,200.000000
657.101286,200.000000
668.660973,200.000000
661.375782,200.000000
643.686953,200.000000
614.002374,200.000000
657.355796,200.000000
642.018418,200.000000
653.735639,200.000000
662.429878,200.000000
635.241086,200.000000
631.104986,200.000000
640.294579,200.000000
663.331930,200.000000
633.257658,200.000000
662.230905,200.000000
648.085837,200.000000
637.743249,200.000000
635.189098,200.000000
668.992351,200.000000
647.641551,200.000000
652.355386,200.000000
638.135303,200.000000
647.344855,200.000000
641.140588,200.000000
675.223727,200.000000
637.171644,200.000000
645.474537,200.000000
626.001345,200.000000
655.875543,200.000000
652.002723,200.000000
634.896225,200.000000
642.803029,200.000000
642.619278,200.000000
651.167643,200.000000
637.064329,200.000000
657.558098,200.000000
661.381982,200.000000
645.116171,200.000000
637.207957,200.000000
652.709411,200.000000
659.944966,200.000000
651.440169,200.000000
645.277052,200.000000
633.468261,200.000000
653.911830,200.000000
646.875461,200.000000
625.644225,200.000000
637.424263,200.000000
671.616512,200.000000
642.220655,200.000000
665.822227,200.000000
636.375063,200.000000
676.144362,200.000000
647.759578,200.000000
651.903152,200.000000
662.375926,200.000000
675.831510,200.000000
635.110248,200.000000
630.206902,200.000000
662.202458,200.000000
659.219094,200.000000
649.398734,200.000000
634.791148,200.000000
645.010191,200.000000
676.921051,200.000000
669.206179,200.000000
637.169648,200.000000
624.683408,200.000000
642.877791,200.000000
638.490037,200.000000
676.108129,200.000000
683.982343,200.000000
676.173125,200.000000
631.229316,200.000000
679.829086,200.000000
673.823777,200.000000
617.359441,200.000000
656.961802,200.000000
667.343317,200.000000
671.335622,200.000000
614.556024,200.000000
689.551605,200.000000
664.262973,200.000000
646.720217,200.000000
652.776546,200.000000
646.578899,200.000000
646.954009,200.000000
656.263713,200.000000
675.064007,200.000000
656.817199,200.000000
619.767640,200.000000
664.776878,200.000000
684.649963,200.000000
653.161755,200.000000
627.172223,200.000000
642.735437,200.000000
651.479209,200.000000
652.169560,200.000000
649.674428,200.000000
663.932722,200.000000
645.513834,200.000000
672.896463,200.000000
646.975471,200.000000
612.845250,200.000000
640.010259,200.000000
659.368781,200.000000
668.225190,200.000000
662.583592,200.000000
613.701593,200.000000
650.454551,200.000000
652.663075,200.000000
649.519970,200.000000
622.628395,200.000000
677.765360,200.000000
690.700932,200.000000
659.057638,200.000000
657.025016,200.000000
664.445039,200.000000
644.921743,200.000000
634.442515,200.000000
666.154017,200.000000
658.791072,200.000000
686.110757,200.000000
641.974206,200.000000
660.637051,200.000000
661.644980,200.000000
673.855740,200.000000
655.881909,200.000000
650.144157,200.000000
