grt,replica
652.222029,450.000000
664.103335,450.000000
649.710364,450.000000
634.949627,450.000000
646.241965,450.000000
693.153079,450.000000
650.120513,450.000000
657.454523,450.000000
660.444957,450.000000
639.091138,450.000000
638.282589,450.000000
620.623137,450.000000
625.456991,450.000000
633.179182,450.000000
671.073933,450.000000
644.013311,450.000000
677.656296,450.000000
661.172484,450.000000
643.781888,450.000000
636.413202,450.000000
665.665189,450.000000
625.366145,450.000000
645.434983,450.000000
645.854895,450.000000
646.164384,450.000000
626.995650,450.000000
654.412064,450.000000
641.390391,450.000000
638.310230,450.000000
629.000653,450.000000
629.436724,450.000000
661.363559,450.000000
651.056183,450.000000
656.171639,450.000000
630.251503,450.000000
640.740727,450.000000
641.110838,450.000000
642.154336,450.000000
650.663761,450.000000
626.589563,450.000000
648.203155,450.000000
653.862609,450.000000
651.552493,450.000000
641.457401,450.000000
655.475566,450.000000
646.995302,450.000000
689.826852,450.000000
657.993197,450.000000
661.211587,450.000000
630.531585,450.000000
628.575999,450.000000
646.232616,450.000000
651.506102,450.000000
658.528782,450.000000
634.696325,450.000000
655.121298,450.000000
639.356469,450.000000
631.002464,450.000000
655.421950,450.000000
654.542303,450.000000
653.080199,450.000000
633.967757,450.000000
657.477534,450.000000
678.255248,450.000000
628.365400,450.000000
636.143724,450.000000
645.089349,450.000000
641.444919,450.000000
644.273059,450.000000
645.508091,450.000000
640.529180,450.000000
648.609378,450.000000
645.178669,450.000000
661.422056,450.000000
647.921348,450.000000
646.632921,450.000000
658.839319,450.000000
669.914093,450.000000
671.919943,450.000000
640.305280,450.000000
648.395161,450.000000
651.349681,450.000000
656.438337,450.000000
682.355435,450.000000
646.361749,450.000000
625.457282,450.000000
660.904545,450.000000
640.620358,450.000000
637.889249,450.000000
653.933230,450.000000
673.336747,450.000000
662.024353,450.000000
643.659071,450.000000
649.851903,450.000000
640.555641,450.000000
615.680186,450.000000
650.429425,450.000000
655.369989,450.000000
660.794390,450.000000
647.777078,450.000000
619.554398,450.000000
646.583976,450.000000
642.886978,450.000000
648.878531,450.000000
671.416437,450.000000
669.088112,450.000000
629.520314,450.000000
642.572011,450.000000
659.180292,450.000000
660.788649,450.000000
655.432861,450.000000
663.337981,450.000000
628.873366,450.000000
643.590480,450.000000
646.408521,450.000000
678.329615,450.000000
678.078327,450.000000
650.479411,450.000000
638.607035,450.000000
663.676986,450.000000
640.244366,450.000000
612.888065,450.000000
640.753584,450.000000
641.873866,450.000000
664.310806,450.000000
657.396518,450.000000
648.715123,450.000000
656.251179,450.000000
638.602844,450.000000
655.738864,450.000000
644.949072,450.000000
661.405302,450.000000
647.295578,450.000000
655.647922,450.000000
658.301841,450.000000
658.954022,450.000000
653.521585,450.000000
653.289177,450.000000
666.227252,450.000000
679.271522,450.000000
656.722618,450.000000
645.986796,450.000000
641.523610,450.000000
629.356025,450.000000
680.437704,450.000000
643.850798,450.000000
676.943531,450.000000
659.205404,450.000000
654.736466,450.000000
630.702140,450.000000
638.201801,450.000000
615.907374,450.000000
645.465468,450.000000
637.943327,450.000000
645.791083,450.000000
666.732071,450.000000
625.759381,450.000000
658.931312,450.000000
634.704236,450.000000
668.491899,450.000000
665.424552,450.000000
619.437357,450.000000
633.596420,450.000000
649.310528,450.000000
650.239002,450.000000
665.374723,450.000000
646.881806,450.000000
645.551168,450.000000
653.574153,450.000000
640.305836,450.000000
650.307573,450.000000
625.619636,450.000000
649.029482,450.000000
660.797393,450.000000
646.946824,450.000000
650.924107,450.000000
638.318537,450.000000
666.344239,450.000000
649.955928,450.000000
685.859377,450.000000
680.804156,450.000000
672.076771,450.000000
629.183366,450.000000
638.437674,450.000000
639.529864,450.000000
658.836870,450
