grt,period
687.126010,10800
690.275379,11250
686.468452,11700
679.504308,12150
674.797590,12600
677.765713,13050
678.328333,13500
680.488375,13950
683.011448,14400
683.400785,14850
682.573008,15300
680.813658,15750
682.896927,16200
681.027829,16650
682.571491,17100
684.266742,17550
682.126382,18000
680.336311,18450
680.459613,18900
678.886192,19350
676.719517,19800
676.776576,20250
679.551814,20700
677.583190,21150
678.962502,21600
