grt,period
701.469069,10800
704.479399,11250
707.895214,11700
704.838403,12150
700.379591,12600
697.565360,13050
699.468051,13500
700.836346,13950
699.267655,14400
696.056066,14850
700.318315,15300
698.480458,15750
697.233556,16200
696.404253,16650
694.193172,17100
693.095361,17550
693.537764,18000
693.519653,18450
691.937013,18900
691.575093,19350
690.587820,19800
689.440884,20250
691.298896,20700
689.316356,21150
690.468718,21600
