ploss,period
0.000000,900
0.000000,981
0.000000,1080
0.000000,1200
0.000000,1350
0.000000,1542
0.016432,1800
0.000000,2160
0.026275,2700
0.033372,3600
0.062645,5400
0.039580,10800
