grt,period
671.547796,10800
668.701400,11250
678.796708,11700
676.905773,12150
680.846613,12600
677.596046,13050
677.045636,13500
677.486853,13950
676.751052,14400
675.930855,14850
679.427586,15300
678.468827,15750
680.817510,16200
683.823433,16650
681.969576,17100
678.053440,17550
679.089341,18000
677.721115,18450
675.279506,18900
675.869067,19350
677.168505,19800
680.216666,20250
682.049058,20700
689.528171,21150
688.591652,21600
