grt,period
687.245672,10800
687.644224,11250
686.348941,11700
657.531211,12150
655.929507,12600
653.875752,13050
652.888716,13500
685.038326,13950
658.640102,14400
681.893971,14850
683.114334,15300
681.033529,15750
659.189960,16200
682.836397,16650
660.174396,17100
659.539399,17550
684.751164,18000
661.948858,18450
684.574194,18900
685.981182,19350
666.173705,19800
667.567363,20250
690.801135,20700
670.264117,21150
690.988225,21600
