grt,period
694.207460,10800
691.553215,11250
696.362140,11700
699.958583,12150
697.552920,12600
698.394797,13050
696.370316,13500
699.762431,13950
692.418846,14400
705.142345,14850
704.836083,15300
702.451966,15750
693.589732,16200
693.111876,16650
693.582148,17100
693.148023,17550
696.096822,18000
699.466984,18450
694.199531,18900
695.823205,19350
697.698049,19800
696.424893,20250
695.298087,20700
695.922825,21150
696.879335,21600
