grt,period
696.384529,10800
691.452474,11250
691.941747,11700
693.795964,12150
692.750628,12600
693.835248,13050
697.960221,13500
698.176637,13950
699.446070,14400
698.257127,14850
699.489130,15300
698.730605,15750
696.918119,16200
694.548661,16650
694.563595,17100
694.636718,17550
693.934831,18000
694.816080,18450
696.269877,18900
695.536757,19350
697.152928,19800
698.913730,20250
695.998111,20700
694.812637,21150
693.224816,21600
