ploss,period
0.020842,10800
0.021923,11250
0.023403,11700
0.022573,12150
0.021672,12600
0.020993,13050
0.022158,13500
0.021529,13950
0.020821,14400
0.020282,14850
0.019720,15300
0.019215,15750
0.018679,16200
0.018191,16650
0.018984,17100
0.018495,17550
0.018044,18000
0.017984,18450
0.019603,18900
0.020735,19350
0.020305,19800
0.019853,20250
0.019496,20700
0.019091,21150
0.018703,21600
