ploss,period
0.028008,10800
0.013735,11250
0.016224,11700
0.015675,12150
0.015100,12600
0.014701,13050
0.014194,13500
0.013750,13950
0.014844,14400
0.014386,14850
0.013940,15300
0.016552,15750
0.016120,16200
0.015711,16650
0.015365,17100
0.015011,17550
0.014652,18000
0.014245,18450
0.014362,18900
0.018083,19350
0.017683,19800
0.017301,20250
0.018124,20700
0.018204,21150
0.017760,21600
