grt,period
672.428227,10800
669.841581,11250
668.439097,11700
664.940599,12150
667.033795,12600
669.240309,13050
671.458012,13500
671.671999,13950
673.727277,14400
675.952879,14850
673.428984,15300
672.758331,15750
672.263687,16200
675.260382,16650
676.156664,17100
675.718263,17550
677.010625,18000
677.673423,18450
678.078022,18900
677.796410,19350
679.610534,19800
680.263078,20250
682.848217,20700
683.388028,21150
684.895018,21600
