grt,period
689.679616,10800
693.096801,11250
680.196458,11700
691.905881,12150
679.415398,12600
696.308194,13050
681.238575,13500
684.145245,13950
698.022505,14400
696.275868,14850
694.843194,15300
693.091288,15750
693.464505,16200
682.476714,16650
682.326932,17100
685.611007,17550
692.071107,18000
688.334639,18450
686.168967,18900
692.102220,19350
691.812691,19800
693.075513,20250
684.090891,20700
693.996018,21150
693.254559,21600
