ploss,period
0.019491,10800
0.023176,11250
0.022271,11700
0.024939,12150
0.024282,12600
0.023417,13050
0.022735,13500
0.022091,13950
0.021496,14400
0.020797,14850
0.020193,15300
0.019700,15750
0.019200,16200
0.018694,16650
0.018228,17100
0.017732,17550
0.017309,18000
0.016829,18450
0.017552,18900
0.017106,19350
0.016740,19800
0.016401,20250
0.016064,20700
0.015761,21150
0.015419,21600
