grt,period
690.819023,10800
688.671165,11250
676.290687,11700
698.539770,12150
676.719009,12600
701.927258,13050
680.434332,13500
697.657171,13950
696.859381,14400
676.422800,14850
694.378814,15300
673.634549,15750
678.226161,16200
693.317196,16650
694.114788,17100
683.139827,17550
682.569780,18000
694.050860,18450
691.103588,18900
691.923825,19350
681.345826,19800
680.897498,20250
679.549937,20700
679.010872,21150
680.210501,21600
