grt,period
676.226909,10800
674.658859,11250
676.173279,11700
675.063683,12150
673.643637,12600
670.523528,13050
668.832513,13500
670.590805,13950
672.370761,14400
671.417184,14850
671.596798,15300
674.758071,15750
675.187771,16200
675.717731,16650
674.100441,17100
672.757994,17550
672.287703,18000
672.712961,18450
672.954211,18900
669.411591,19350
668.706658,19800
669.298467,20250
667.478739,20700
667.513684,21150
668.677465,21600
