ploss,period
0.000000,900
0.000000,981
0.000000,1080
0.000000,1200
0.000000,1350
0.037234,1542
0.036946,1800
0.000000,2160
0.004815,2700
0.034442,3600
0.041701,5400
0.050895,10800
