ploss,period
0.006664,10800
0.006431,11250
0.008511,11700
0.008206,12150
0.007937,12600
0.007676,13050
0.007437,13500
0.007192,13950
0.006975,14400
0.006709,14850
0.007986,15300
0.008025,15750
0.007797,16200
0.007615,16650
0.007411,17100
0.007218,17550
0.007023,18000
0.007070,18450
0.006901,18900
0.006761,19350
0.006601,19800
0.006444,20250
0.006266,20700
0.007798,21150
0.013361,21600
