grt,period
664.315052,10800
660.854364,11250
664.516828,11700
660.550071,12150
660.973453,12600
664.801512,13050
662.900369,13500
666.920464,13950
661.381711,14400
659.401002,14850
658.647125,15300
659.107017,15750
660.278284,16200
659.245146,16650
657.064778,17100
658.651016,17550
659.618250,18000
658.198280,18450
658.757279,18900
659.460784,19350
660.188951,19800
660.818006,20250
660.065957,20700
660.536144,21150
659.117943,21600
