ploss,period
0.000000,900
0.000000,981
0.000000,1080
0.000000,1200
0.000000,1350
0.000000,1542
0.000000,1800
0.024952,2160
0.001582,2700
0.030374,3600
0.036290,5400
0.048425,10800
