ploss,period
0.000000,900
0.000000,981
0.000000,1080
0.000000,1200
0.000000,1350
0.002688,1542
0.002309,1800
0.000000,2160
0.021341,2700
0.065834,3600
0.053140,5400
0.074774,10800
