grt,period
703.237831,10800
701.991495,11250
700.610209,11700
696.626662,12150
697.635843,12600
697.074614,13050
695.483098,13500
695.833861,13950
687.688711,14400
690.304639,14850
688.644098,15300
682.611152,15750
685.186195,16200
685.626506,16650
685.624725,17100
685.688676,17550
683.650432,18000
682.744349,18450
682.690653,18900
682.601739,19350
682.655688,19800
685.224345,20250
687.783739,20700
686.825794,21150
687.334158,21600
