grt,period
669.548935,10800
712.641295,11250
673.653537,11700
674.832268,12150
709.493528,12600
709.957954,13050
673.600982,13500
671.296946,13950
667.068220,14400
697.518040,14850
664.772744,15300
691.695395,15750
662.741786,16200
693.702091,16650
690.634527,17100
667.288422,17550
692.035693,18000
690.779835,18450
669.628200,18900
690.222180,19350
690.175006,19800
689.267928,20250
670.755344,20700
670.846814,21150
689.412319,21600
